CN,PLT_CN,VVT_CN,VSB_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,QUADRAT,CONDID,QUADRAT_STATUS,QUADRAT_STATUS_PRE2004,TRAMPLING,CREATED_DATE,MODIFIED_DATE
218446153010661,171000537010661,218446199010661,218446161010661,2008,54,87,744,1,2,1,1,,1,2009-10-30 10:22:52,
218446157010661,171000537010661,218446199010661,218446161010661,2008,54,87,744,1,3,1,1,,1,2009-10-30 10:22:52,
218446150010661,171000537010661,218446199010661,218446162010661,2008,54,87,744,2,1,1,1,,1,2009-10-30 10:22:52,
218446154010661,171000537010661,218446199010661,218446162010661,2008,54,87,744,2,2,1,1,,1,2009-10-30 10:22:52,
218446158010661,171000537010661,218446199010661,218446162010661,2008,54,87,744,2,3,1,1,,1,2009-10-30 10:22:52,
218446151010661,171000537010661,218446199010661,218446163010661,2008,54,87,744,3,1,1,1,,1,2009-10-30 10:22:52,
218446155010661,171000537010661,218446199010661,218446163010661,2008,54,87,744,3,2,1,1,,1,2009-10-30 10:22:52,
218446159010661,171000537010661,218446199010661,218446163010661,2008,54,87,744,3,3,1,1,,1,2009-10-30 10:22:52,
218446152010661,171000537010661,218446199010661,218446164010661,2008,54,87,744,4,1,1,1,,1,2009-10-30 10:22:52,
218446156010661,171000537010661,218446199010661,218446164010661,2008,54,87,744,4,2,2,2,,,2009-10-30 10:22:52,
218446160010661,171000537010661,218446199010661,218446164010661,2008,54,87,744,4,3,1,1,,1,2009-10-30 10:22:52,
218445129010661,171000619010661,218445145010661,218445141010661,2008,54,93,218,1,1,1,1,,1,2009-10-30 10:22:53,
218445133010661,171000619010661,218445145010661,218445141010661,2008,54,93,218,1,2,1,1,,1,2009-10-30 10:22:53,
218445137010661,171000619010661,218445145010661,218445141010661,2008,54,93,218,1,3,1,1,,1,2009-10-30 10:22:53,
218445130010661,171000619010661,218445145010661,218445142010661,2008,54,93,218,2,1,1,1,,1,2009-10-30 10:22:53,
218445134010661,171000619010661,218445145010661,218445142010661,2008,54,93,218,2,2,1,1,,1,2009-10-30 10:22:53,
218445138010661,171000619010661,218445145010661,218445142010661,2008,54,93,218,2,3,1,1,,1,2009-10-30 10:22:53,
218445131010661,171000619010661,218445145010661,218445143010661,2008,54,93,218,3,1,1,1,,1,2009-10-30 10:22:53,
218445135010661,171000619010661,218445145010661,218445143010661,2008,54,93,218,3,2,1,1,,1,2009-10-30 10:22:53,
218445139010661,171000619010661,218445145010661,218445143010661,2008,54,93,218,3,3,1,1,,1,2009-10-30 10:22:53,
218445132010661,171000619010661,218445145010661,218445144010661,2008,54,93,218,4,1,1,1,,1,2009-10-30 10:22:53,
218445136010661,171000619010661,218445145010661,218445144010661,2008,54,93,218,4,2,1,1,,1,2009-10-30 10:22:53,
218445140010661,171000619010661,218445145010661,218445144010661,2008,54,93,218,4,3,1,1,,1,2009-10-30 10:22:53,
218445452010661,171000624010661,218445468010661,218445464010661,2008,54,101,1753,1,1,1,1,,1,2009-10-30 10:22:53,
218445456010661,171000624010661,218445468010661,218445464010661,2008,54,101,1753,1,2,1,1,,1,2009-10-30 10:22:53,
218445460010661,171000624010661,218445468010661,218445464010661,2008,54,101,1753,1,3,1,1,,1,2009-10-30 10:22:53,
218445453010661,171000624010661,218445468010661,218445465010661,2008,54,101,1753,2,1,1,1,,1,2009-10-30 10:22:53,
218445457010661,171000624010661,218445468010661,218445465010661,2008,54,101,1753,2,2,1,1,,1,2009-10-30 10:22:53,
218445461010661,171000624010661,218445468010661,218445465010661,2008,54,101,1753,2,3,1,1,,1,2009-10-30 10:22:53,
218445454010661,171000624010661,218445468010661,218445466010661,2008,54,101,1753,3,1,1,1,,1,2009-10-30 10:22:53,
218445458010661,171000624010661,218445468010661,218445466010661,2008,54,101,1753,3,2,1,1,,1,2009-10-30 10:22:53,
218445462010661,171000624010661,218445468010661,218445466010661,2008,54,101,1753,3,3,1,1,,1,2009-10-30 10:22:53,
218445455010661,171000624010661,218445468010661,218445467010661,2008,54,101,1753,4,1,1,1,,1,2009-10-30 10:22:53,
218445459010661,171000624010661,218445468010661,218445467010661,2008,54,101,1753,4,2,1,1,,1,2009-10-30 10:22:53,
218445463010661,171000624010661,218445468010661,218445467010661,2008,54,101,1753,4,3,1,1,,1,2009-10-30 10:22:53,
218446580010661,171000585010661,218446638010661,218446592010661,2008,54,107,934,1,1,1,1,,1,2009-10-30 10:22:53,
218446584010661,171000585010661,218446638010661,218446592010661,2008,54,107,934,1,2,1,1,,2,2009-10-30 10:22:53,
218446588010661,171000585010661,218446638010661,218446592010661,2008,54,107,934,1,3,1,1,,1,2009-10-30 10:22:53,
218446581010661,171000585010661,218446638010661,218446593010661,2008,54,107,934,2,1,1,1,,1,2009-10-30 10:22:53,
218446585010661,171000585010661,218446638010661,218446593010661,2008,54,107,934,2,2,1,1,,1,2009-10-30 10:22:53,
218446589010661,171000585010661,218446638010661,218446593010661,2008,54,107,934,2,3,1,1,,1,2009-10-30 10:22:53,
218446582010661,171000585010661,218446638010661,218446594010661,2008,54,107,934,3,1,1,1,,1,2009-10-30 10:22:53,
218446586010661,171000585010661,218446638010661,218446594010661,2008,54,107,934,3,2,1,1,,1,2009-10-30 10:22:53,
218446590010661,171000585010661,218446638010661,218446594010661,2008,54,107,934,3,3,1,1,,1,2009-10-30 10:22:53,
218446583010661,171000585010661,218446638010661,218446595010661,2008,54,107,934,4,1,2,1,,1,2009-10-30 10:22:53,
218446587010661,171000585010661,218446638010661,218446595010661,2008,54,107,934,4,2,2,1,,1,2009-10-30 10:22:53,
218446591010661,171000585010661,218446638010661,218446595010661,2008,54,107,934,4,3,2,1,,1,2009-10-30 10:22:53,
218445979010661,171000596010661,218445986010661,218445983010661,2008,54,109,1029,2,1,2,1,,3,2009-10-30 10:22:53,
218445980010661,171000596010661,218445986010661,218445983010661,2008,54,109,1029,2,2,1,2,,,2009-10-30 10:22:53,
218445981010661,171000596010661,218445986010661,218445983010661,2008,54,109,1029,2,3,2,1,,2,2009-10-30 10:22:53,
236063619010661,145007461010661,236063635010661,236063631010661,2009,54,1,1932,1,1,1,1,,1,2010-11-05 10:21:12,
236063620010661,145007461010661,236063635010661,236063631010661,2009,54,1,1932,1,2,1,1,,1,2010-11-05 10:21:12,
236063621010661,145007461010661,236063635010661,236063631010661,2009,54,1,1932,1,3,1,1,,1,2010-11-05 10:21:12,
236063622010661,145007461010661,236063635010661,236063632010661,2009,54,1,1932,2,1,1,1,,1,2010-11-05 10:21:12,
236063623010661,145007461010661,236063635010661,236063632010661,2009,54,1,1932,2,2,1,1,,1,2010-11-05 10:21:12,
236063624010661,145007461010661,236063635010661,236063632010661,2009,54,1,1932,2,3,1,1,,1,2010-11-05 10:21:12,
236063625010661,145007461010661,236063635010661,236063633010661,2009,54,1,1932,3,1,1,1,,1,2010-11-05 10:21:12,
236063626010661,145007461010661,236063635010661,236063633010661,2009,54,1,1932,3,2,1,1,,1,2010-11-05 10:21:12,
236063627010661,145007461010661,236063635010661,236063633010661,2009,54,1,1932,3,3,1,1,,1,2010-11-05 10:21:12,
236063628010661,145007461010661,236063635010661,236063634010661,2009,54,1,1932,4,1,1,1,,1,2010-11-05 10:21:12,
236063629010661,145007461010661,236063635010661,236063634010661,2009,54,1,1932,4,2,1,1,,2,2010-11-05 10:21:12,
236063630010661,145007461010661,236063635010661,236063634010661,2009,54,1,1932,4,3,1,1,,1,2010-11-05 10:21:12,
236063673010661,145007169010661,236063680010661,236063679010661,2009,54,3,610,4,1,1,2,,,2010-11-05 10:21:13,
236063674010661,145007169010661,236063680010661,236063679010661,2009,54,3,610,4,2,1,2,,,2010-11-05 10:21:13,
236063675010661,145007169010661,236063680010661,236063679010661,2009,54,3,610,4,3,1,2,,,2010-11-05 10:21:13,
236065740010661,145008085010661,236065753010661,236065749010661,2009,54,5,1861,1,1,1,1,,1,2010-11-05 10:21:13,
236065741010661,145008085010661,236065753010661,236065749010661,2009,54,5,1861,1,2,1,1,,1,2010-11-05 10:21:13,
236065742010661,145008085010661,236065753010661,236065749010661,2009,54,5,1861,1,3,1,1,,1,2010-11-05 10:21:13,
236065743010661,145008085010661,236065753010661,236065750010661,2009,54,5,1861,2,1,1,1,,1,2010-11-05 10:21:13,
236065744010661,145008085010661,236065753010661,236065750010661,2009,54,5,1861,2,2,1,1,,1,2010-11-05 10:21:13,
236065745010661,145008085010661,236065753010661,236065750010661,2009,54,5,1861,2,3,1,1,,1,2010-11-05 10:21:13,
236065746010661,145008085010661,236065753010661,236065752010661,2009,54,5,1861,4,1,1,1,,1,2010-11-05 10:21:13,
236065747010661,145008085010661,236065753010661,236065752010661,2009,54,5,1861,4,2,1,1,,1,2010-11-05 10:21:13,
236065748010661,145008085010661,236065753010661,236065752010661,2009,54,5,1861,4,3,1,1,,1,2010-11-05 10:21:13,
236064091010661,145007681010661,236064107010661,236064103010661,2009,54,7,1499,1,1,1,1,,2,2010-11-05 10:21:14,
236064092010661,145007681010661,236064107010661,236064103010661,2009,54,7,1499,1,2,1,1,,1,2010-11-05 10:21:14,
236064093010661,145007681010661,236064107010661,236064103010661,2009,54,7,1499,1,3,1,1,,1,2010-11-05 10:21:14,
236064094010661,145007681010661,236064107010661,236064104010661,2009,54,7,1499,2,1,1,1,,1,2010-11-05 10:21:14,
236064095010661,145007681010661,236064107010661,236064104010661,2009,54,7,1499,2,2,1,1,,1,2010-11-05 10:21:14,
236064096010661,145007681010661,236064107010661,236064104010661,2009,54,7,1499,2,3,1,1,,1,2010-11-05 10:21:14,
236064097010661,145007681010661,236064107010661,236064105010661,2009,54,7,1499,3,1,1,1,,1,2010-11-05 10:21:14,
236064098010661,145007681010661,236064107010661,236064105010661,2009,54,7,1499,3,2,1,1,,1,2010-11-05 10:21:14,
236064099010661,145007681010661,236064107010661,236064105010661,2009,54,7,1499,3,3,1,1,,1,2010-11-05 10:21:14,
236064100010661,145007681010661,236064107010661,236064106010661,2009,54,7,1499,4,1,1,1,,1,2010-11-05 10:21:14,
236064101010661,145007681010661,236064107010661,236064106010661,2009,54,7,1499,4,2,1,1,,1,2010-11-05 10:21:14,
236064102010661,145007681010661,236064107010661,236064106010661,2009,54,7,1499,4,3,1,1,,1,2010-11-05 10:21:14,
236063897010661,145007553010661,236063913010661,236063909010661,2009,54,7,1744,1,1,1,1,,1,2010-11-05 10:21:13,
236063898010661,145007553010661,236063913010661,236063909010661,2009,54,7,1744,1,2,1,1,,1,2010-11-05 10:21:13,
236063899010661,145007553010661,236063913010661,236063909010661,2009,54,7,1744,1,3,1,1,,1,2010-11-05 10:21:13,
236063900010661,145007553010661,236063913010661,236063910010661,2009,54,7,1744,2,1,1,1,,1,2010-11-05 10:21:13,
236063901010661,145007553010661,236063913010661,236063910010661,2009,54,7,1744,2,2,1,1,,1,2010-11-05 10:21:13,
236063902010661,145007553010661,236063913010661,236063910010661,2009,54,7,1744,2,3,1,1,,1,2010-11-05 10:21:13,
236063903010661,145007553010661,236063913010661,236063911010661,2009,54,7,1744,3,1,1,1,,2,2010-11-05 10:21:13,
236063904010661,145007553010661,236063913010661,236063911010661,2009,54,7,1744,3,2,1,1,,1,2010-11-05 10:21:13,
236063905010661,145007553010661,236063913010661,236063911010661,2009,54,7,1744,3,3,1,1,,2,2010-11-05 10:21:13,
236063906010661,145007553010661,236063913010661,236063912010661,2009,54,7,1744,4,1,1,1,,1,2010-11-05 10:21:13,
236063907010661,145007553010661,236063913010661,236063912010661,2009,54,7,1744,4,2,1,1,,1,2010-11-05 10:21:13,
236063908010661,145007553010661,236063913010661,236063912010661,2009,54,7,1744,4,3,1,1,,1,2010-11-05 10:21:13,
236068316010661,145007991010661,236068332010661,236068328010661,2009,54,11,797,1,1,1,1,,1,2010-11-05 10:21:15,
236068317010661,145007991010661,236068332010661,236068328010661,2009,54,11,797,1,2,1,1,,1,2010-11-05 10:21:15,
236068318010661,145007991010661,236068332010661,236068328010661,2009,54,11,797,1,3,1,1,,1,2010-11-05 10:21:15,
236068319010661,145007991010661,236068332010661,236068329010661,2009,54,11,797,2,1,1,1,,1,2010-11-05 10:21:15,
236068320010661,145007991010661,236068332010661,236068329010661,2009,54,11,797,2,2,1,1,,1,2010-11-05 10:21:15,
236068321010661,145007991010661,236068332010661,236068329010661,2009,54,11,797,2,3,1,1,,1,2010-11-05 10:21:15,
236068322010661,145007991010661,236068332010661,236068330010661,2009,54,11,797,3,1,1,1,,1,2010-11-05 10:21:15,
236068323010661,145007991010661,236068332010661,236068330010661,2009,54,11,797,3,2,1,1,,1,2010-11-05 10:21:15,
236068324010661,145007991010661,236068332010661,236068330010661,2009,54,11,797,3,3,1,1,,1,2010-11-05 10:21:15,
236068325010661,145007991010661,236068332010661,236068331010661,2009,54,11,797,4,1,2,2,,,2010-11-05 10:21:15,
236068326010661,145007991010661,236068332010661,236068331010661,2009,54,11,797,4,2,2,2,,,2010-11-05 10:21:15,
236068327010661,145007991010661,236068332010661,236068331010661,2009,54,11,797,4,3,2,2,,,2010-11-05 10:21:15,
236068503010661,145007655010661,236068519010661,236068515010661,2009,54,17,1054,1,1,1,1,,1,2010-11-05 10:21:15,
236068504010661,145007655010661,236068519010661,236068515010661,2009,54,17,1054,1,2,1,1,,1,2010-11-05 10:21:15,
236068505010661,145007655010661,236068519010661,236068515010661,2009,54,17,1054,1,3,1,1,,1,2010-11-05 10:21:15,
236068506010661,145007655010661,236068519010661,236068516010661,2009,54,17,1054,2,1,1,1,,1,2010-11-05 10:21:15,
236068507010661,145007655010661,236068519010661,236068516010661,2009,54,17,1054,2,2,1,1,,1,2010-11-05 10:21:15,
236068508010661,145007655010661,236068519010661,236068516010661,2009,54,17,1054,2,3,1,1,,1,2010-11-05 10:21:15,
236068509010661,145007655010661,236068519010661,236068517010661,2009,54,17,1054,3,1,1,1,,1,2010-11-05 10:21:15,
236068510010661,145007655010661,236068519010661,236068517010661,2009,54,17,1054,3,2,1,1,,1,2010-11-05 10:21:15,
236068511010661,145007655010661,236068519010661,236068517010661,2009,54,17,1054,3,3,1,1,,1,2010-11-05 10:21:15,
236068512010661,145007655010661,236068519010661,236068518010661,2009,54,17,1054,4,1,1,1,,1,2010-11-05 10:21:15,
236068513010661,145007655010661,236068519010661,236068518010661,2009,54,17,1054,4,2,1,1,,1,2010-11-05 10:21:15,
236068514010661,145007655010661,236068519010661,236068518010661,2009,54,17,1054,4,3,1,1,,1,2010-11-05 10:21:15,
236066161010661,145007489010661,236066177010661,236066173010661,2009,54,25,2197,1,1,1,1,,1,2010-11-05 10:21:16,
236066162010661,145007489010661,236066177010661,236066173010661,2009,54,25,2197,1,2,1,1,,1,2010-11-05 10:21:16,
236066163010661,145007489010661,236066177010661,236066173010661,2009,54,25,2197,1,3,1,1,,1,2010-11-05 10:21:16,
236066164010661,145007489010661,236066177010661,236066174010661,2009,54,25,2197,2,1,1,1,,1,2010-11-05 10:21:16,
236066165010661,145007489010661,236066177010661,236066174010661,2009,54,25,2197,2,2,1,1,,1,2010-11-05 10:21:16,
236066166010661,145007489010661,236066177010661,236066174010661,2009,54,25,2197,2,3,1,1,,1,2010-11-05 10:21:16,
236066167010661,145007489010661,236066177010661,236066175010661,2009,54,25,2197,3,1,1,1,,1,2010-11-05 10:21:16,
236066168010661,145007489010661,236066177010661,236066175010661,2009,54,25,2197,3,2,1,1,,1,2010-11-05 10:21:16,
236066169010661,145007489010661,236066177010661,236066175010661,2009,54,25,2197,3,3,1,1,,1,2010-11-05 10:21:16,
236066170010661,145007489010661,236066177010661,236066176010661,2009,54,25,2197,4,1,1,1,,1,2010-11-05 10:21:16,
236066171010661,145007489010661,236066177010661,236066176010661,2009,54,25,2197,4,2,1,1,,1,2010-11-05 10:21:16,
236066172010661,145007489010661,236066177010661,236066176010661,2009,54,25,2197,4,3,1,1,,1,2010-11-05 10:21:16,
236065937010661,145008167010661,236065953010661,236065949010661,2009,54,25,2331,1,1,1,1,,1,2010-11-05 10:21:16,
236065938010661,145008167010661,236065953010661,236065949010661,2009,54,25,2331,1,2,1,1,,1,2010-11-05 10:21:16,
236065939010661,145008167010661,236065953010661,236065949010661,2009,54,25,2331,1,3,1,1,,1,2010-11-05 10:21:16,
236065940010661,145008167010661,236065953010661,236065950010661,2009,54,25,2331,2,1,1,1,,1,2010-11-05 10:21:16,
236065941010661,145008167010661,236065953010661,236065950010661,2009,54,25,2331,2,2,1,1,,1,2010-11-05 10:21:16,
236065942010661,145008167010661,236065953010661,236065950010661,2009,54,25,2331,2,3,1,1,,1,2010-11-05 10:21:16,
236065943010661,145008167010661,236065953010661,236065951010661,2009,54,25,2331,3,1,1,1,,1,2010-11-05 10:21:16,
236065944010661,145008167010661,236065953010661,236065951010661,2009,54,25,2331,3,2,1,1,,1,2010-11-05 10:21:16,
236065945010661,145008167010661,236065953010661,236065951010661,2009,54,25,2331,3,3,1,1,,1,2010-11-05 10:21:16,
236065946010661,145008167010661,236065953010661,236065952010661,2009,54,25,2331,4,1,1,1,,1,2010-11-05 10:21:16,
236065947010661,145008167010661,236065953010661,236065952010661,2009,54,25,2331,4,2,1,1,,1,2010-11-05 10:21:16,
236065948010661,145008167010661,236065953010661,236065952010661,2009,54,25,2331,4,3,1,1,,1,2010-11-05 10:21:16,
236064418010661,145007189010661,236064434010661,236064430010661,2009,54,31,598,1,1,1,1,,1,2010-11-05 10:21:17,
236064419010661,145007189010661,236064434010661,236064430010661,2009,54,31,598,1,2,1,1,,1,2010-11-05 10:21:17,
236064420010661,145007189010661,236064434010661,236064430010661,2009,54,31,598,1,3,1,1,,1,2010-11-05 10:21:17,
236064421010661,145007189010661,236064434010661,236064431010661,2009,54,31,598,2,1,1,1,,1,2010-11-05 10:21:17,
236064422010661,145007189010661,236064434010661,236064431010661,2009,54,31,598,2,2,1,1,,1,2010-11-05 10:21:17,
236064423010661,145007189010661,236064434010661,236064431010661,2009,54,31,598,2,3,1,1,,1,2010-11-05 10:21:17,
236064424010661,145007189010661,236064434010661,236064432010661,2009,54,31,598,3,1,1,1,,1,2010-11-05 10:21:17,
236064425010661,145007189010661,236064434010661,236064432010661,2009,54,31,598,3,2,1,1,,1,2010-11-05 10:21:17,
236064426010661,145007189010661,236064434010661,236064432010661,2009,54,31,598,3,3,1,1,,1,2010-11-05 10:21:17,
236064427010661,145007189010661,236064434010661,236064433010661,2009,54,31,598,4,1,1,1,,1,2010-11-05 10:21:17,
236064428010661,145007189010661,236064434010661,236064433010661,2009,54,31,598,4,2,1,1,,1,2010-11-05 10:21:17,
236064429010661,145007189010661,236064434010661,236064433010661,2009,54,31,598,4,3,1,1,,1,2010-11-05 10:21:17,
236064254010661,145007229010661,236064270010661,236064266010661,2009,54,31,2183,1,1,1,1,,1,2010-11-05 10:21:17,
236064255010661,145007229010661,236064270010661,236064266010661,2009,54,31,2183,1,2,1,1,,1,2010-11-05 10:21:17,
236064256010661,145007229010661,236064270010661,236064266010661,2009,54,31,2183,1,3,1,3,,1,2010-11-05 10:21:17,
236064257010661,145007229010661,236064270010661,236064267010661,2009,54,31,2183,2,1,2,1,,1,2010-11-05 10:21:17,
236064258010661,145007229010661,236064270010661,236064267010661,2009,54,31,2183,2,2,2,1,,2,2010-11-05 10:21:17,
236064259010661,145007229010661,236064270010661,236064267010661,2009,54,31,2183,2,3,2,1,,1,2010-11-05 10:21:17,
236064260010661,145007229010661,236064270010661,236064268010661,2009,54,31,2183,3,1,1,3,,1,2010-11-05 10:21:17,
236064261010661,145007229010661,236064270010661,236064268010661,2009,54,31,2183,3,2,1,1,,1,2010-11-05 10:21:17,
236064262010661,145007229010661,236064270010661,236064268010661,2009,54,31,2183,3,3,1,1,,1,2010-11-05 10:21:17,
236064263010661,145007229010661,236064270010661,236064269010661,2009,54,31,2183,4,1,1,1,,1,2010-11-05 10:21:17,
236064264010661,145007229010661,236064270010661,236064269010661,2009,54,31,2183,4,2,1,1,,1,2010-11-05 10:21:17,
236064265010661,145007229010661,236064270010661,236064269010661,2009,54,31,2183,4,3,1,1,,1,2010-11-05 10:21:17,
236066575010661,145007883010661,236066591010661,236066587010661,2009,54,39,649,1,1,1,1,,1,2010-11-05 10:21:18,
236066576010661,145007883010661,236066591010661,236066587010661,2009,54,39,649,1,2,1,1,,2,2010-11-05 10:21:18,
236066577010661,145007883010661,236066591010661,236066587010661,2009,54,39,649,1,3,1,1,,2,2010-11-05 10:21:18,
236066578010661,145007883010661,236066591010661,236066588010661,2009,54,39,649,2,1,2,1,,1,2010-11-05 10:21:18,
236066579010661,145007883010661,236066591010661,236066588010661,2009,54,39,649,2,2,2,1,,1,2010-11-05 10:21:18,
236066580010661,145007883010661,236066591010661,236066588010661,2009,54,39,649,2,3,2,1,,1,2010-11-05 10:21:18,
236066581010661,145007883010661,236066591010661,236066589010661,2009,54,39,649,3,1,1,1,,1,2010-11-05 10:21:18,
236066582010661,145007883010661,236066591010661,236066589010661,2009,54,39,649,3,2,1,1,,2,2010-11-05 10:21:18,
236066583010661,145007883010661,236066591010661,236066589010661,2009,54,39,649,3,3,1,1,,1,2010-11-05 10:21:18,
236066584010661,145007883010661,236066591010661,236066590010661,2009,54,39,649,4,1,1,1,,2,2010-11-05 10:21:18,
236066585010661,145007883010661,236066591010661,236066590010661,2009,54,39,649,4,2,1,1,,1,2010-11-05 10:21:18,
236066586010661,145007883010661,236066591010661,236066590010661,2009,54,39,649,4,3,1,1,,1,2010-11-05 10:21:18,
236066356010661,145007811010661,236066372010661,236066368010661,2009,54,39,1369,1,1,1,1,,1,2010-11-05 10:21:17,
236066357010661,145007811010661,236066372010661,236066368010661,2009,54,39,1369,1,2,1,1,,1,2010-11-05 10:21:17,
236066358010661,145007811010661,236066372010661,236066368010661,2009,54,39,1369,1,3,1,1,,1,2010-11-05 10:21:17,
236066359010661,145007811010661,236066372010661,236066369010661,2009,54,39,1369,2,1,1,1,,2,2010-11-05 10:21:17,
236066360010661,145007811010661,236066372010661,236066369010661,2009,54,39,1369,2,2,1,1,,1,2010-11-05 10:21:17,
236066361010661,145007811010661,236066372010661,236066369010661,2009,54,39,1369,2,3,1,1,,1,2010-11-05 10:21:17,
236066362010661,145007811010661,236066372010661,236066370010661,2009,54,39,1369,3,1,1,1,,1,2010-11-05 10:21:17,
236066363010661,145007811010661,236066372010661,236066370010661,2009,54,39,1369,3,2,1,1,,1,2010-11-05 10:21:17,
236066364010661,145007811010661,236066372010661,236066370010661,2009,54,39,1369,3,3,1,1,,1,2010-11-05 10:21:17,
236066365010661,145007811010661,236066372010661,236066371010661,2009,54,39,1369,4,1,1,1,,1,2010-11-05 10:21:17,
236066366010661,145007811010661,236066372010661,236066371010661,2009,54,39,1369,4,2,1,1,,1,2010-11-05 10:21:17,
236066367010661,145007811010661,236066372010661,236066371010661,2009,54,39,1369,4,3,1,1,,1,2010-11-05 10:21:17,
236066807010661,145007927010661,236066823010661,236066819010661,2009,54,45,534,1,1,1,1,,1,2010-11-05 10:21:18,
236066808010661,145007927010661,236066823010661,236066819010661,2009,54,45,534,1,2,1,1,,1,2010-11-05 10:21:18,
236066809010661,145007927010661,236066823010661,236066819010661,2009,54,45,534,1,3,1,1,,2,2010-11-05 10:21:18,
236066810010661,145007927010661,236066823010661,236066820010661,2009,54,45,534,2,1,1,1,,2,2010-11-05 10:21:18,
236066811010661,145007927010661,236066823010661,236066820010661,2009,54,45,534,2,2,1,1,,2,2010-11-05 10:21:18,
236066812010661,145007927010661,236066823010661,236066820010661,2009,54,45,534,2,3,1,1,,1,2010-11-05 10:21:18,
236066813010661,145007927010661,236066823010661,236066821010661,2009,54,45,534,3,1,1,1,,1,2010-11-05 10:21:18,
236066814010661,145007927010661,236066823010661,236066821010661,2009,54,45,534,3,2,1,1,,2,2010-11-05 10:21:18,
236066815010661,145007927010661,236066823010661,236066821010661,2009,54,45,534,3,3,1,1,,1,2010-11-05 10:21:18,
236066816010661,145007927010661,236066823010661,236066822010661,2009,54,45,534,4,1,1,1,,1,2010-11-05 10:21:18,
236066817010661,145007927010661,236066823010661,236066822010661,2009,54,45,534,4,2,1,1,,1,2010-11-05 10:21:18,
236066818010661,145007927010661,236066823010661,236066822010661,2009,54,45,534,4,3,1,1,,1,2010-11-05 10:21:18,
236066981010661,145007747010661,236066997010661,236066993010661,2009,54,47,437,1,1,1,1,,2,2010-11-05 10:21:19,
236066982010661,145007747010661,236066997010661,236066993010661,2009,54,47,437,1,2,1,1,,1,2010-11-05 10:21:19,
236066983010661,145007747010661,236066997010661,236066993010661,2009,54,47,437,1,3,1,1,,1,2010-11-05 10:21:19,
236066984010661,145007747010661,236066997010661,236066994010661,2009,54,47,437,2,1,1,1,,1,2010-11-05 10:21:19,
236066985010661,145007747010661,236066997010661,236066994010661,2009,54,47,437,2,2,1,1,,1,2010-11-05 10:21:19,
236066986010661,145007747010661,236066997010661,236066994010661,2009,54,47,437,2,3,1,1,,1,2010-11-05 10:21:19,
236066987010661,145007747010661,236066997010661,236066995010661,2009,54,47,437,3,1,1,1,,1,2010-11-05 10:21:19,
236066988010661,145007747010661,236066997010661,236066995010661,2009,54,47,437,3,2,1,1,,1,2010-11-05 10:21:19,
236066989010661,145007747010661,236066997010661,236066995010661,2009,54,47,437,3,3,1,1,,1,2010-11-05 10:21:19,
236066990010661,145007747010661,236066997010661,236066996010661,2009,54,47,437,4,1,1,1,,1,2010-11-05 10:21:19,
236066991010661,145007747010661,236066997010661,236066996010661,2009,54,47,437,4,2,1,1,,1,2010-11-05 10:21:19,
236066992010661,145007747010661,236066997010661,236066996010661,2009,54,47,437,4,3,1,1,,1,2010-11-05 10:21:19,
236067207010661,145007619010661,236067223010661,236067219010661,2009,54,55,961,1,1,1,1,,1,2010-11-05 10:21:19,
236067208010661,145007619010661,236067223010661,236067219010661,2009,54,55,961,1,2,1,1,,1,2010-11-05 10:21:19,
236067209010661,145007619010661,236067223010661,236067219010661,2009,54,55,961,1,3,1,1,,1,2010-11-05 10:21:19,
236067210010661,145007619010661,236067223010661,236067220010661,2009,54,55,961,2,1,1,1,,1,2010-11-05 10:21:19,
236067211010661,145007619010661,236067223010661,236067220010661,2009,54,55,961,2,2,1,1,,1,2010-11-05 10:21:19,
236067212010661,145007619010661,236067223010661,236067220010661,2009,54,55,961,2,3,1,1,,1,2010-11-05 10:21:19,
236067213010661,145007619010661,236067223010661,236067221010661,2009,54,55,961,3,1,1,1,,1,2010-11-05 10:21:19,
236067214010661,145007619010661,236067223010661,236067221010661,2009,54,55,961,3,2,1,1,,1,2010-11-05 10:21:19,
236067215010661,145007619010661,236067223010661,236067221010661,2009,54,55,961,3,3,1,1,,1,2010-11-05 10:21:19,
236067216010661,145007619010661,236067223010661,236067222010661,2009,54,55,961,4,1,1,1,,1,2010-11-05 10:21:19,
236067217010661,145007619010661,236067223010661,236067222010661,2009,54,55,961,4,2,1,1,,2,2010-11-05 10:21:19,
236067218010661,145007619010661,236067223010661,236067222010661,2009,54,55,961,4,3,1,1,,1,2010-11-05 10:21:19,
236067418010661,145007503010661,236067434010661,236067430010661,2009,54,55,2278,1,1,1,1,,1,2010-11-05 10:21:20,
236067419010661,145007503010661,236067434010661,236067430010661,2009,54,55,2278,1,2,1,1,,1,2010-11-05 10:21:20,
236067420010661,145007503010661,236067434010661,236067430010661,2009,54,55,2278,1,3,1,1,,1,2010-11-05 10:21:20,
236067421010661,145007503010661,236067434010661,236067431010661,2009,54,55,2278,2,1,1,1,,1,2010-11-05 10:21:20,
236067422010661,145007503010661,236067434010661,236067431010661,2009,54,55,2278,2,2,1,1,,1,2010-11-05 10:21:20,
236067423010661,145007503010661,236067434010661,236067431010661,2009,54,55,2278,2,3,1,1,,1,2010-11-05 10:21:20,
236067424010661,145007503010661,236067434010661,236067432010661,2009,54,55,2278,3,1,1,1,,1,2010-11-05 10:21:20,
