CN,PLT_CN,VVT_CN,VSB_CN,VPS_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,VEG_FLDSPCD,UNIQUE_SP_NBR,VEG_SPCD,SP_CANOPY_COVER_TOTAL,SP_CANOPY_COVER_LAYER_1_2,SP_CANOPY_COVER_LAYER_3,SP_CANOPY_COVER_LAYER_4,QUAD_1_PRESENCE,QUAD_2_PRESENCE,QUAD_3_PRESENCE,DUMMY_SUBP_COVER_PRE2004,MAX_COVER_LAYER_NBR_PRE2004,CREATED_DATE,MODIFIED_DATE
218534716010661,122560220010661,218417279010661,218417275010661,218417220010661,2007,54,25,677,1,FAGR,1,FAGR,90.0,25.0,13.0,90.0,1,0,1,,,2009-10-30 10:22:40,
218534731010661,122560220010661,218417279010661,218417275010661,218417232010661,2007,54,25,677,1,MACA4,1,MACA4,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534735010661,122560220010661,218417279010661,218417275010661,218417236010661,2007,54,25,677,1,MIRE,1,MIRE,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534743010661,122560220010661,218417279010661,218417275010661,218417241010661,2007,54,25,677,1,POBI2,1,POBI2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534753010661,122560220010661,218417279010661,218417275010661,218417245010661,2007,54,25,677,1,PRSE2,1,PRSE2,15.0,2.0,0.0,15.0,0,1,1,,,2009-10-30 10:22:40,
218534756010661,122560220010661,218417279010661,218417275010661,218417246010661,2007,54,25,677,1,QURU,1,QURU,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534762010661,122560220010661,218417279010661,218417275010661,218417250010661,2007,54,25,677,1,SMHE,1,SMHE,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534767010661,122560220010661,218417279010661,218417275010661,218417253010661,2007,54,25,677,1,STPU,1,STPU,1.0,1.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:40,
218534772010661,122560220010661,218417279010661,218417275010661,218417255010661,2007,54,25,677,1,THNO,1,THNO,1.0,1.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:40,
218534780010661,122560220010661,218417279010661,218417275010661,218417259010661,2007,54,25,677,1,VIBL,1,VIBL,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534784010661,122560220010661,218417279010661,218417275010661,218417260010661,2007,54,25,677,1,VIHA2,1,VIHA2,0.01,0.01,0.0,0.0,0,1,0,,,2009-10-30 10:22:40,
218534789010661,122560220010661,218417279010661,218417275010661,218417262010661,2007,54,25,677,1,VIRO2,1,VIRO2,1.0,1.0,0.0,0.0,1,1,0,,,2009-10-30 10:22:40,
218534663010661,122560220010661,218417279010661,218417276010661,218417191010661,2007,54,25,677,2,2FD,2,2FD,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534665010661,122560220010661,218417279010661,218417276010661,218417193010661,2007,54,25,677,2,2GRAM,1,2GRAM,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534667010661,122560220010661,218417279010661,218417276010661,218417194010661,2007,54,25,677,2,ACPE,1,ACPE,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534671010661,122560220010661,218417279010661,218417276010661,218417195010661,2007,54,25,677,2,ACRU,1,ACRU,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534675010661,122560220010661,218417279010661,218417276010661,218417196010661,2007,54,25,677,2,ACSA3,1,ACSA3,9.0,3.0,4.0,8.0,1,0,0,,,2009-10-30 10:22:40,
218534678010661,122560220010661,218417279010661,218417276010661,218417197010661,2007,54,25,677,2,ACTAE,1,ACTAE,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534679010661,122560220010661,218417279010661,218417276010661,218417198010661,2007,54,25,677,2,AJRE,1,AJRE,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534680010661,122560220010661,218417279010661,218417276010661,218417199010661,2007,54,25,677,2,ALPE4,1,ALPE4,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534682010661,122560220010661,218417279010661,218417276010661,218417200010661,2007,54,25,677,2,AMAR3,1,AMAR3,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:40,
218534683010661,122560220010661,218417279010661,218417276010661,218417201010661,2007,54,25,677,2,AMBRO,1,AMBRO,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534685010661,122560220010661,218417279010661,218417276010661,218417202010661,2007,54,25,677,2,ANQU,1,ANQU,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534687010661,122560220010661,218417279010661,218417276010661,218417203010661,2007,54,25,677,2,ARCTI,1,ARCTI,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534689010661,122560220010661,218417279010661,218417276010661,218417205010661,2007,54,25,677,2,ASTER,1,ASTER,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:40,
218534690010661,122560220010661,218417279010661,218417276010661,218417206010661,2007,54,25,677,2,BEAL2,1,BEAL2,22.0,1.0,4.0,20.0,0,0,0,,,2009-10-30 10:22:40,
218534692010661,122560220010661,218417279010661,218417276010661,218417207010661,2007,54,25,677,2,BELE,1,BELE,5.0,0.01,0.0,5.0,0,0,0,,,2009-10-30 10:22:40,
218534699010661,122560220010661,218417279010661,218417276010661,218417211010661,2007,54,25,677,2,CATH2,1,CATH2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534701010661,122560220010661,218417279010661,218417276010661,218417212010661,2007,54,25,677,2,CLINT,1,CLINT,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534702010661,122560220010661,218417279010661,218417276010661,218417213010661,2007,54,25,677,2,COFL2,1,COFL2,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:40,
218534703010661,122560220010661,218417279010661,218417276010661,218417214010661,2007,54,25,677,2,CRCA9,1,CRCA9,2.0,2.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534705010661,122560220010661,218417279010661,218417276010661,218417215010661,2007,54,25,677,2,DILA5,1,PRLA9,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534709010661,122560220010661,218417279010661,218417276010661,218417216010661,2007,54,25,677,2,DRIN5,1,DRIN5,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534714010661,122560220010661,218417279010661,218417276010661,218417218010661,2007,54,25,677,2,ERAN,1,ERAN,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534715010661,122560220010661,218417279010661,218417276010661,218417219010661,2007,54,25,677,2,EUDI16,1,EUDI16,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534717010661,122560220010661,218417279010661,218417276010661,218417220010661,2007,54,25,677,2,FAGR,1,FAGR,13.0,9.0,7.0,5.0,1,0,0,,,2009-10-30 10:22:40,
218534720010661,122560220010661,218417279010661,218417276010661,218417221010661,2007,54,25,677,2,FESTU,1,GLST,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534721010661,122560220010661,218417279010661,218417276010661,218417222010661,2007,54,25,677,2,FRAM2,1,FRAM2,3.0,3.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534722010661,122560220010661,218417279010661,218417276010661,218417223010661,2007,54,25,677,2,GALIU,1,GALIU,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534723010661,122560220010661,218417279010661,218417276010661,218417224010661,2007,54,25,677,2,GATR3,1,GATR3,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534724010661,122560220010661,218417279010661,218417276010661,218417225010661,2007,54,25,677,2,GEMA,1,GEMA,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534725010661,122560220010661,218417279010661,218417276010661,218417226010661,2007,54,25,677,2,HENOA,1,HENOA,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534727010661,122560220010661,218417279010661,218417276010661,218417228010661,2007,54,25,677,2,IMCA,1,IMCA,2.0,2.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534728010661,122560220010661,218417279010661,218417276010661,218417229010661,2007,54,25,677,2,IMPAT,1,IMPAT,2.0,2.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:40,
218534729010661,122560220010661,218417279010661,218417276010661,218417230010661,2007,54,25,677,2,LEVI2,1,LEVI2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534730010661,122560220010661,218417279010661,218417276010661,218417231010661,2007,54,25,677,2,MAAC,1,MAAC,7.0,0.01,1.0,7.0,0,0,0,,,2009-10-30 10:22:40,
218534733010661,122560220010661,218417279010661,218417276010661,218417234010661,2007,54,25,677,2,MARA7,1,MARA7,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534736010661,122560220010661,218417279010661,218417276010661,218417236010661,2007,54,25,677,2,MIRE,1,MIRE,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534737010661,122560220010661,218417279010661,218417276010661,218417237010661,2007,54,25,677,2,OSCL,1,OSCL,4.0,4.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:40,
218534738010661,122560220010661,218417279010661,218417276010661,218417238010661,2007,54,25,677,2,OSVI,1,OSVI,12.0,2.0,2.0,10.0,1,0,0,,,2009-10-30 10:22:40,
218534740010661,122560220010661,218417279010661,218417276010661,218417239010661,2007,54,25,677,2,POAC4,1,POAC4,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534742010661,122560220010661,218417279010661,218417276010661,218417240010661,2007,54,25,677,2,POAL3,1,POAL3,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534744010661,122560220010661,218417279010661,218417276010661,218417241010661,2007,54,25,677,2,POBI2,1,POBI2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534747010661,122560220010661,218417279010661,218417276010661,218417242010661,2007,54,25,677,2,POCA49,1,POCE4,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534748010661,122560220010661,218417279010661,218417276010661,218417243010661,2007,54,25,677,2,POPE,1,POPE,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534750010661,122560220010661,218417279010661,218417276010661,218417244010661,2007,54,25,677,2,POPU4,1,POPU4,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534759010661,122560220010661,218417279010661,218417276010661,218417247010661,2007,54,25,677,2,RUBUS,1,RUBUS,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534760010661,122560220010661,218417279010661,218417276010661,218417248010661,2007,54,25,677,2,SACA15,1,SACA15,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534761010661,122560220010661,218417279010661,218417276010661,218417249010661,2007,54,25,677,2,SANIC4,1,SANIC4,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534765010661,122560220010661,218417279010661,218417276010661,218417251010661,2007,54,25,677,2,SOLID,1,SOLID,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534766010661,122560220010661,218417279010661,218417276010661,218417252010661,2007,54,25,677,2,SOLID,2,SOLID,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534768010661,122560220010661,218417279010661,218417276010661,218417253010661,2007,54,25,677,2,STPU,1,STPU,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:40,
218534771010661,122560220010661,218417279010661,218417276010661,218417254010661,2007,54,25,677,2,SYPR6,1,SYPR6,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:40,
218536698010661,122560248010661,218416757010661,218416755010661,218416705010661,2007,54,89,2204,3,NYSY,1,NYSY,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536702010661,122560248010661,218416757010661,218416755010661,218416707010661,2007,54,89,2204,3,OSVI,1,OSVI,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536704010661,122560248010661,218416757010661,218416755010661,218416708010661,2007,54,89,2204,3,OXALI,1,OXALI,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536708010661,122560248010661,218416757010661,218416755010661,218416709010661,2007,54,89,2204,3,OXAR,1,OXAR,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:45,
218536710010661,122560248010661,218416757010661,218416755010661,218416710010661,2007,54,89,2204,3,PACA11,1,PACA11,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536713010661,122560248010661,218416757010661,218416755010661,218416711010661,2007,54,89,2204,3,PAQU2,1,PAQU2,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:45,
218536719010661,122560248010661,218416757010661,218416755010661,218416714010661,2007,54,89,2204,3,POBI2,1,POBI2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536722010661,122560248010661,218416757010661,218416755010661,218416715010661,2007,54,89,2204,3,POTEN,1,POTEN,2.0,2.0,0.0,0.0,1,0,1,,,2009-10-30 10:22:45,
218536727010661,122560248010661,218416757010661,218416755010661,218416717010661,2007,54,89,2204,3,QUAL,1,QUAL,80.0,1.0,10.0,80.0,1,0,1,,,2009-10-30 10:22:45,
218536730010661,122560248010661,218416757010661,218416755010661,218416718010661,2007,54,89,2204,3,QUPR2,1,QUMO4,5.0,0.01,2.0,5.0,0,0,0,,,2009-10-30 10:22:45,
218536734010661,122560248010661,218416757010661,218416755010661,218416719010661,2007,54,89,2204,3,QUVE,1,QUVE,7.0,0.01,0.0,7.0,0,0,0,,,2009-10-30 10:22:45,
218536738010661,122560248010661,218416757010661,218416755010661,218416721010661,2007,54,89,2204,3,ROMU,1,ROMU,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536743010661,122560248010661,218416757010661,218416755010661,218416724010661,2007,54,89,2204,3,RUBUS,1,RUBUS,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536749010661,122560248010661,218416757010661,218416755010661,218416728010661,2007,54,89,2204,3,SCEL,1,SCEL,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536752010661,122560248010661,218416757010661,218416755010661,218416729010661,2007,54,89,2204,3,SMGL,1,SMGL,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536755010661,122560248010661,218416757010661,218416755010661,218416730010661,2007,54,89,2204,3,SMRO,1,SMRO,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536758010661,122560248010661,218416757010661,218416755010661,218416731010661,2007,54,89,2204,3,SMTA2,1,SMTA2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536766010661,122560248010661,218416757010661,218416755010661,218416735010661,2007,54,89,2204,3,TORA2,1,TORA2,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:45,
218536773010661,122560248010661,218416757010661,218416755010661,218416738010661,2007,54,89,2204,3,VIAC,1,VIAC,1.0,1.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:45,
218536777010661,122560248010661,218416757010661,218416755010661,218416740010661,2007,54,89,2204,3,VITIS,1,VITIS,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:45,
218536590010661,122560248010661,218416757010661,218416756010661,218416649010661,2007,54,89,2204,4,2FD,6,2FD,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:44,
218536592010661,122560248010661,218416757010661,218416756010661,218416651010661,2007,54,89,2204,4,2FD,8,2FD,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:44,
218536593010661,122560248010661,218416757010661,218416756010661,218416652010661,2007,54,89,2204,4,2FD,9,2FD,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:44,
218536594010661,122560248010661,218416757010661,218416756010661,218416653010661,2007,54,89,2204,4,2FD,11,2FD,3.0,3.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:44,
218536093010661,122560048010661,218417148010661,218417144010661,218417120010661,2007,54,83,112,1,SCTR,1,2GRAM,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536094010661,122560048010661,218417148010661,218417144010661,218417121010661,2007,54,83,112,1,SMRO,1,SMRO,4.0,4.0,0.0,0.0,0,1,1,,,2009-10-30 10:22:43,
218536097010661,122560048010661,218417148010661,218417144010661,218417122010661,2007,54,83,112,1,SOLID,1,SOLID,2.0,2.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536098010661,122560048010661,218417148010661,218417144010661,218417123010661,2007,54,83,112,1,SOLID,2,SOLID,2.0,2.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536099010661,122560048010661,218417148010661,218417144010661,218417124010661,2007,54,83,112,1,SORU2,1,SORU2,3.0,3.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:43,
218536102010661,122560048010661,218417148010661,218417144010661,218417125010661,2007,54,83,112,1,STPU,1,STPU,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536104010661,122560048010661,218417148010661,218417144010661,218417127010661,2007,54,83,112,1,THNO,1,THNO,16.0,16.0,0.0,0.0,1,1,1,,,2009-10-30 10:22:43,
218536107010661,122560048010661,218417148010661,218417144010661,218417128010661,2007,54,83,112,1,TRPR2,1,TRPR2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536108010661,122560048010661,218417148010661,218417144010661,218417129010661,2007,54,83,112,1,VEOF2,1,VEOF2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536109010661,122560048010661,218417148010661,218417144010661,218417130010661,2007,54,83,112,1,VIOLA,1,VIOLA,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536111010661,122560048010661,218417148010661,218417144010661,218417131010661,2007,54,83,112,1,VIOLA,2,VIOLA,0.01,0.01,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536113010661,122560048010661,218417148010661,218417144010661,218417132010661,2007,54,83,112,1,VIOLA,3,VIOLA,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:43,
218536116010661,122560048010661,218417148010661,218417144010661,218417133010661,2007,54,83,112,1,VIRO2,1,VIRO2,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:43,
218536010010661,122560048010661,218417148010661,218417145010661,218417073010661,2007,54,83,112,2,2FD,3,2FD,0.01,0.01,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536013010661,122560048010661,218417148010661,218417145010661,218417075010661,2007,54,83,112,2,2GRAM,2,2GRAM,0.01,0.01,0.0,0.0,1,0,0,,,2009-10-30 10:22:43,
218536014010661,122560048010661,218417148010661,218417145010661,218417076010661,2007,54,83,112,2,2GRAM,3,AGPE,25.0,25.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:43,
218536018010661,122560048010661,218417148010661,218417145010661,218417078010661,2007,54,83,112,2,ACPE,1,ACPE,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536020010661,122560048010661,218417148010661,218417145010661,218417079010661,2007,54,83,112,2,ACRU,1,ACRU,2.0,2.0,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536023010661,122560048010661,218417148010661,218417145010661,218417080010661,2007,54,83,112,2,ACSA3,1,ACSA3,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536027010661,122560048010661,218417148010661,218417145010661,218417083010661,2007,54,83,112,2,AGHY,1,AGHY,2.0,2.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536028010661,122560048010661,218417148010661,218417145010661,218417084010661,2007,54,83,112,2,ARSP2,1,ARSP2,3.0,3.0,2.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536029010661,122560048010661,218417148010661,218417145010661,218417085010661,2007,54,83,112,2,ASTER,1,ASTER,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536031010661,122560048010661,218417148010661,218417145010661,218417086010661,2007,54,83,112,2,BEAL2,1,BEAL2,0.01,0.01,0.0,0.0,0,1,1,,,2009-10-30 10:22:43,
218536034010661,122560048010661,218417148010661,218417145010661,218417087010661,2007,54,83,112,2,CABA7,1,CABA7,25.0,25.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536037010661,122560048010661,218417148010661,218417145010661,218417088010661,2007,54,83,112,2,CADE5,1,CADE5,2.0,2.0,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536039010661,122560048010661,218417148010661,218417145010661,218417089010661,2007,54,83,112,2,CADI5,1,CADI5,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536044010661,122560048010661,218417148010661,218417145010661,218417093010661,2007,54,83,112,2,DACO,1,DACO,5.0,5.0,0.0,0.0,1,0,1,,,2009-10-30 10:22:43,
218536047010661,122560048010661,218417148010661,218417145010661,218417094010661,2007,54,83,112,2,DEPU2,1,DEPU2,10.0,10.0,0.0,0.0,1,1,1,,,2009-10-30 10:22:43,
218536050010661,122560048010661,218417148010661,218417145010661,218417095010661,2007,54,83,112,2,DIACF,1,DIAC2,1.0,1.0,0.0,0.0,1,1,0,,,2009-10-30 10:22:43,
218536053010661,122560048010661,218417148010661,218417145010661,218417096010661,2007,54,83,112,2,DICL,1,DICL,6.0,6.0,0.0,0.0,1,0,1,,,2009-10-30 10:22:43,
218536059010661,122560048010661,218417148010661,218417145010661,218417101010661,2007,54,83,112,2,ERHI2,1,ERHI12,1.0,1.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536062010661,122560048010661,218417148010661,218417145010661,218417103010661,2007,54,83,112,2,FRAM2,1,FRAM2,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536064010661,122560048010661,218417148010661,218417145010661,218417104010661,2007,54,83,112,2,HYMU,1,HYMU,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536067010661,122560048010661,218417148010661,218417145010661,218417106010661,2007,54,83,112,2,JUBR4,1,JUBR4,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536069010661,122560048010661,218417148010661,218417145010661,218417107010661,2007,54,83,112,2,JUEF,1,JUEF,2.0,2.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:43,
218536072010661,122560048010661,218417148010661,218417145010661,218417108010661,2007,54,83,112,2,LITU,1,LITU,4.0,4.0,0.01,0.0,0,0,1,,,2009-10-30 10:22:43,
218536074010661,122560048010661,218417148010661,218417145010661,218417109010661,2007,54,83,112,2,PHAM4,1,PHAM4,1.0,1.0,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536075010661,122560048010661,218417148010661,218417145010661,218417110010661,2007,54,83,112,2,POAL3,1,POAL3,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536079010661,122560048010661,218417148010661,218417145010661,218417113010661,2007,54,83,112,2,PRSE2,1,PRSE2,15.0,15.0,10.0,2.0,0,0,0,,,2009-10-30 10:22:43,
218536081010661,122560048010661,218417148010661,218417145010661,218417114010661,2007,54,83,112,2,QURU,1,QURU,1.0,1.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536084010661,122560048010661,218417148010661,218417145010661,218417116010661,2007,54,83,112,2,ROPS,1,ROPS,2.0,2.0,1.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536087010661,122560048010661,218417148010661,218417145010661,218417117010661,2007,54,83,112,2,RUBUS,1,RUBUS,22.0,22.0,0.0,0.0,1,1,1,,,2009-10-30 10:22:43,
218536091010661,122560048010661,218417148010661,218417145010661,218417119010661,2007,54,83,112,2,SCCY,1,SCCY,2.0,2.0,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536095010661,122560048010661,218417148010661,218417145010661,218417121010661,2007,54,83,112,2,SMRO,1,SMRO,4.0,4.0,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536100010661,122560048010661,218417148010661,218417145010661,218417124010661,2007,54,83,112,2,SORU2,1,SORU2,4.0,4.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536103010661,122560048010661,218417148010661,218417145010661,218417126010661,2007,54,83,112,2,TAOF,1,TAOF,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536105010661,122560048010661,218417148010661,218417145010661,218417127010661,2007,54,83,112,2,THNO,1,THNO,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536110010661,122560048010661,218417148010661,218417145010661,218417130010661,2007,54,83,112,2,VIOLA,1,VIOLA,1.0,1.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536112010661,122560048010661,218417148010661,218417145010661,218417131010661,2007,54,83,112,2,VIOLA,2,VIOLA,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536114010661,122560048010661,218417148010661,218417145010661,218417132010661,2007,54,83,112,2,VIOLA,3,VIOLA,0.01,0.01,0.0,0.0,1,1,1,,,2009-10-30 10:22:43,
218536117010661,122560048010661,218417148010661,218417145010661,218417133010661,2007,54,83,112,2,VIRO2,1,VIRO2,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536119010661,122560048010661,218417148010661,218417145010661,218417134010661,2007,54,83,112,2,VITIS,1,VITIS,0.01,0.01,0.0,0.0,0,0,0,,,2009-10-30 10:22:43,
218536015010661,122560048010661,218417148010661,218417146010661,218417076010661,2007,54,83,112,3,2GRAM,3,AGPE,4.0,4.0,0.0,0.0,1,1,1,,,2009-10-30 10:22:43,
218536016010661,122560048010661,218417148010661,218417146010661,218417077010661,2007,54,83,112,3,2GRAM,4,2GRAM,4.0,4.0,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536021010661,122560048010661,218417148010661,218417146010661,218417079010661,2007,54,83,112,3,ACRU,1,ACRU,9.0,9.0,7.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536032010661,122560048010661,218417148010661,218417146010661,218417086010661,2007,54,83,112,3,BEAL2,1,BEAL2,1.0,1.0,0.0,0.0,1,0,0,,,2009-10-30 10:22:43,
218536035010661,122560048010661,218417148010661,218417146010661,218417087010661,2007,54,83,112,3,CABA7,1,CABA7,1.0,1.0,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536038010661,122560048010661,218417148010661,218417146010661,218417088010661,2007,54,83,112,3,CADE5,1,CADE5,2.0,2.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536042010661,122560048010661,218417148010661,218417146010661,218417092010661,2007,54,83,112,3,CAREX,2,CAREX,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536045010661,122560048010661,218417148010661,218417146010661,218417093010661,2007,54,83,112,3,DACO,1,DACO,3.0,3.0,0.0,0.0,0,1,0,,,2009-10-30 10:22:43,
218536048010661,122560048010661,218417148010661,218417146010661,218417094010661,2007,54,83,112,3,DEPU2,1,DEPU2,4.0,4.0,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
218536051010661,122560048010661,218417148010661,218417146010661,218417095010661,2007,54,83,112,3,DIACF,1,DIAC2,0.01,0.01,0.0,0.0,0,0,1,,,2009-10-30 10:22:43,
