CN,INVYR,STATECD,COUNTYCD,O3PLOT,FIELD_ID,SPLIT_PLOTID,MEASYEAR,SPECIES_EVAL_CNT,BIOSITE_INDEX,ELEV,PLTSIZE,ASPECT,TERRPOS,SOILDPTH,SOILDRN,PLOTWET,PLTDSTRB,BIOSITE_INDEX_MULTIPLIER,LAT,LON,CREATED_DATE,MODIFIED_DATE
226160672010661,2006,54,83,3671.0,367,1,2006,5.0,0.00017067,1847,1.0,0,5.0,1.0,1.0,,0.0,0.17066666666666666,38.922892,-79.807305,2010-06-07 13:11:45,2010-09-24 11:01:37
226160685010661,2006,54,83,13951.0,1395,1,2006,3.0,0.0,2734,1.0,299,3.0,1.0,1.0,,0.0,0.0,38.630328,-80.024197,2010-06-07 13:11:51,2010-09-24 11:01:37
226161016010661,2006,54,85,5651.0,565,1,2006,5.0,0.0,739,1.0,161,3.0,1.0,1.0,,0.0,0.0,39.199786,-81.091589,2010-06-07 13:13:46,2010-09-24 11:01:37
226160703010661,2006,54,87,6961.0,696,1,2006,5.0,0.0,650,1.0,316,1.0,1.0,1.0,,0.0,0.0,38.600372,-81.249297,2010-06-07 13:11:58,2010-09-24 11:01:37
226160996010661,2006,54,91,6911.0,691,1,2006,3.0,0.0,1109,1.0,0,4.0,1.0,1.0,,0.0,0.0,39.318123,-80.049527,2010-06-07 13:13:40,2010-09-24 11:01:37
226160977010661,2006,54,93,4281.0,428,1,2006,2.0,0.0,2992,1.0,0,1.0,1.0,1.0,,0.0,0.0,39.183999,-79.389547,2010-06-07 13:13:31,2010-09-24 11:01:37
226160979010661,2006,54,93,4282.0,428,2,2006,1.0,0.00769333,3052,2.0,225,1.0,1.0,1.0,,0.0,7.693333333333333,39.093831,-79.399963,2010-06-07 13:13:32,2010-09-24 11:01:37
226161024010661,2006,54,95,13001.0,1300,1,2006,3.0,0.0,1017,1.0,0,2.0,1.0,1.0,,0.0,0.0,39.546041,-80.980761,2010-06-07 13:13:48,2010-09-24 11:01:37
226160490010661,2006,54,99,15581.0,1558,1,2006,3.0,0.0,692,1.0,250,3.0,1.0,1.0,,2.0,0.0,38.264396,-82.462287,2010-06-07 13:10:44,2010-09-24 11:01:37
226160677010661,2006,54,101,13731.0,1373,1,2006,4.0,0.0,1792,1.0,0,5.0,1.0,1.0,,0.0,0.0,38.463803,-80.405832,2010-06-07 13:11:47,2010-09-24 11:01:37
226160546010661,2006,54,109,15391.0,1539,1,2006,3.0,0.0,1395,1.0,159,3.0,1.0,1.0,,0.0,0.0,37.568966,-81.599729,2010-06-07 13:11:04,2010-09-24 11:01:37
226152204010661,2003,54,19,12431.0,1243,1,2003,3.0,0.0,1869,2.0,160,3.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-06-07 12:29:17,2010-09-24 11:01:53
226152595010661,2003,54,41,14241.0,1424,1,2003,3.0,0.0,1010,1.0,0,4.0,1.0,1.0,,0.0,0.0,39.0407,-80.560051,2010-06-07 12:31:27,2010-09-24 11:01:53
226152565010661,2003,54,65,521.0,52,1,2003,3.0,0.0,869,1.0,45,1.0,1.0,1.0,,0.0,0.0,39.562836,-78.195215,2010-06-07 12:31:18,2010-09-24 11:01:53
226152610010661,2003,54,85,5651.0,565,1,2003,3.0,0.00110778,827,1.0,0,1.0,1.0,1.0,,0.0,1.1077777777777778,39.199786,-81.091589,2010-06-07 12:31:31,2010-09-24 11:01:53
226152146010661,2003,54,99,15581.0,1558,1,2003,3.0,0.0,600,1.0,0,4.0,1.0,1.0,,0.0,0.0,38.264396,-82.462287,2010-06-07 12:29:01,2010-09-24 11:01:53
226157951010661,2005,54,7,8631.0,863,1,2005,4.0,0.0,1303,1.0,5,1.0,1.0,1.0,,0.0,0.0,38.558165,-80.649701,2010-06-07 12:58:47,2010-09-24 11:01:59
226157931010661,2005,54,31,13651.0,1365,1,2005,3.0,0.0,896,2.0,0,4.0,1.0,1.0,,0.0,0.0,39.100581,-78.93153,2010-06-07 12:58:41,2010-09-24 11:01:59
226157811010661,2005,54,55,51.0,5,1,2005,4.0,4.667e-05,2531,2.0,0,1.0,1.0,1.0,,0.0,0.04666666666666667,37.473048,-81.147227,2010-06-07 12:58:09,2010-09-24 11:01:59
226157942010661,2005,54,83,3671.0,367,1,2005,6.0,0.0,1967,1.0,0,5.0,1.0,1.0,,0.0,0.0,38.922892,-79.807305,2010-06-07 12:58:45,2010-09-24 11:01:59
226158233010661,2005,54,93,4281.0,428,1,2005,2.0,0.0,3074,1.0,0,1.0,1.0,1.0,,0.0,0.0,39.183999,-79.389547,2010-06-07 13:00:09,2010-09-24 11:02:00
226157946010661,2005,54,101,13731.0,1373,1,2005,3.0,0.0,1874,2.0,0,4.0,1.0,1.0,,0.0,0.0,38.463803,-80.405832,2010-06-07 12:58:46,2010-09-24 11:02:00
226074704010661,1997,54,31,10611.0,1061,1,1997,2.0,0.0,1900,2.0,0,2.0,1.0,2.0,,0.0,0.0,38.906627,-78.780457,2010-06-07 08:49:08,2010-09-24 11:02:06
226074656010661,1997,54,41,13521.0,1352,1,1997,4.0,0.0,1200,1.0,180,3.0,1.0,1.0,,2.0,0.0,39.046049,-80.352708,2010-06-07 08:48:55,2010-09-24 11:02:06
226074712010661,1997,54,67,2861.0,286,1,1997,2.0,0.0,1800,2.0,240,3.0,1.0,2.0,,0.0,0.0,38.419896,-80.662936,2010-06-07 08:49:10,2010-09-24 11:02:06
226074698010661,1997,54,81,14151.0,1415,1,1997,1.0,0.0,950,2.0,40,3.0,1.0,1.0,,0.0,0.0,37.921285,-81.522283,2010-06-07 08:49:07,2010-09-24 11:02:06
226074767010661,1997,54,91,81.0,8,1,1997,1.0,0.0,1800,3.0,184,1.0,1.0,1.0,,0.0,0.0,39.355172,-79.931686,2010-06-07 08:49:24,2010-09-24 11:02:06
226075959010661,1998,54,19,1591.0,159,1,1998,3.0,0.0,1600,3.0,0,5.0,1.0,1.0,,0.0,0.0,37.966502,-81.276978,2010-06-07 09:27:53,2010-09-24 11:02:07
226504284010661,1996,54,19,1591.0,159,1,1996,1.0,0.0365375,1600,2.0,0,2.0,1.0,1.0,,0.0,36.5375,37.966502,-81.276978,2010-06-09 10:25:19,2010-09-24 11:02:21
226504336010661,1996,54,27,6591.0,659,1,1996,2.0,0.0,1500,2.0,0,2.0,2.0,1.0,,2.0,0.0,39.205737,-78.646569,2010-06-09 10:25:34,2010-09-24 11:02:21
226504294010661,1996,54,31,10611.0,1061,1,1996,2.0,0.0,1900,1.0,0,1.0,1.0,2.0,,2.0,0.0,38.906627,-78.780457,2010-06-09 10:25:22,2010-09-24 11:02:21
226504333010661,1996,54,31,6211.0,621,1,1996,1.0,0.0,1450,2.0,0,5.0,1.0,2.0,,0.0,0.0,39.112953,-78.933934,2010-06-09 10:25:34,2010-09-24 11:02:21
226504355010661,1996,54,33,10361.0,1036,1,1996,1.0,0.0,1150,2.0,0,5.0,1.0,1.0,,0.0,0.0,39.149462,-80.415679,2010-06-09 10:25:39,2010-09-24 11:02:21
226504236010661,1996,54,41,13521.0,1352,1,1996,4.0,0.01261563,1100,1.0,180,3.0,1.0,1.0,,2.0,12.615625,39.046049,-80.352708,2010-06-09 10:25:06,2010-09-24 11:02:21
226504365010661,1996,54,51,15441.0,1544,1,1996,2.0,0.0,1200,3.0,0,5.0,1.0,2.0,,0.0,0.0,39.936202,-80.605656,2010-06-09 10:25:41,2010-09-24 11:02:21
226504274010661,1996,54,55,51.0,5,1,1996,1.0,0.0100381,2520,2.0,0,1.0,1.0,1.0,,0.0,10.038095238095238,37.473048,-81.147227,2010-06-09 10:25:17,2010-09-24 11:02:21
226504278010661,1996,54,55,13611.0,1361,1,1996,3.0,0.09495215,3000,2.0,0,1.0,1.0,1.0,,2.0,94.95214743589743,37.541042,-81.079986,2010-06-09 10:25:18,2010-09-24 11:02:21
226503203010661,1995,54,11,6901.0,690,1,1995,3.0,0.0,900,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.305127,-82.245625,2010-06-09 09:37:07,2010-09-24 11:00:50
226503225010661,1995,54,33,10361.0,1036,1,1995,1.0,0.0,1150,2.0,0,1.0,1.0,1.0,,0.0,0.0,39.149462,-80.415679,2010-06-09 09:37:11,2010-09-24 11:00:50
226503199010661,1995,54,35,7261.0,726,1,1995,2.0,0.0,800,3.0,0,1.0,1.0,1.0,,0.0,0.0,38.729198,-81.690339,2010-06-09 09:37:06,2010-09-24 11:00:50
226503188010661,1995,54,39,4271.0,427,1,1995,1.0,0.0,1400,2.0,0,2.0,1.0,1.0,,2.0,0.0,38.251391,-81.434354,2010-06-09 09:37:04,2010-09-24 11:00:50
226503196010661,1995,54,39,6961.0,696,1,1995,1.0,0.0,1021,3.0,0,1.0,1.0,1.0,,0.0,0.0,38.517351,-81.458721,2010-06-09 09:37:05,2010-09-24 11:00:50
226503141010661,1995,54,41,13521.0,1352,1,1995,1.0,0.02352583,1100,1.0,180,3.0,1.0,1.0,,2.0,23.525833333333335,39.046049,-80.352708,2010-06-09 09:36:54,2010-09-24 11:00:50
226503186010661,1995,54,41,4471.0,447,1,1995,1.0,0.0,1600,2.0,0,4.0,1.0,1.0,,0.0,0.0,38.989437,-80.371804,2010-06-09 09:37:03,2010-09-24 11:00:50
226503244010661,1995,54,51,15441.0,1544,1,1995,2.0,0.0,1200,3.0,0,4.0,1.0,1.0,,0.0,0.0,39.936202,-80.605656,2010-06-09 09:37:15,2010-09-24 11:00:50
226503171010661,1995,54,55,13611.0,1361,1,1995,3.0,0.0,3000,2.0,0,2.0,1.0,1.0,,0.0,0.0,37.541042,-81.079986,2010-06-09 09:37:01,2010-09-24 11:00:50
226503223010661,1995,54,61,8351.0,835,1,1995,1.0,0.0,2506,2.0,0,1.0,1.0,1.0,,0.0,0.0,39.63146,-79.862029,2010-06-09 09:37:11,2010-09-24 11:00:50
226503213010661,1995,54,77,13351.0,1335,1,1995,3.0,0.0,2520,2.0,0,1.0,1.0,1.0,,2.0,0.0,39.410221,-79.546689,2010-06-09 09:37:09,2010-09-24 11:00:50
226503221010661,1995,54,77,6871.0,687,1,1995,1.0,0.0,2340,2.0,0,1.0,1.0,1.0,,0.0,0.0,39.702235,-79.536704,2010-06-09 09:37:11,2010-09-24 11:00:50
226503173010661,1995,54,81,12431.0,1243,1,1995,1.0,0.0,1900,2.0,0,5.0,1.0,1.0,,0.0,0.0,37.813176,-81.39458,2010-06-09 09:37:01,2010-09-24 11:00:50
226503215010661,1995,54,91,81.0,8,1,1995,1.0,0.0,1800,2.0,0,1.0,1.0,1.0,,0.0,0.0,39.355172,-79.931686,2010-06-09 09:37:09,2010-09-24 11:00:50
226503139010661,1995,54,99,15581.0,1558,1,1995,1.0,0.00129667,600,1.0,250,3.0,1.0,1.0,,2.0,1.2966666666666666,38.264396,-82.462287,2010-06-09 09:36:54,2010-09-24 11:00:50
226503190010661,1995,54,79,291.0,29,1,1995,1.0,0.0,900,2.0,244,3.0,1.0,1.0,,0.0,0.0,38.431078,-82.015267,2010-06-09 09:37:04,2010-09-24 11:00:50
226155146010661,2004,54,5,251.0,25,1,2004,3.0,0.0,888,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.158948,-81.771863,2010-06-07 12:46:40,2010-09-24 11:00:57
226155018010661,2004,54,19,12431.0,1243,1,2004,3.0,0.0,1869,2.0,174,3.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-06-07 12:46:04,2010-09-24 11:00:57
226154999010661,2004,54,55,51.0,5,1,2004,4.0,0.0,2520,2.0,90,1.0,1.0,1.0,,0.0,0.0,37.473048,-81.147227,2010-06-07 12:45:59,2010-09-24 11:00:57
226155406010661,2004,54,65,521.0,52,1,2004,3.0,0.02717472,869,2.0,45,3.0,1.0,1.0,,0.0,27.174722222222222,39.562836,-78.195215,2010-06-07 12:47:58,2010-09-24 11:00:57
226155151010661,2004,54,87,6961.0,696,1,2004,4.0,0.0,768,2.0,313,1.0,1.0,1.0,,0.0,0.0,38.600372,-81.249297,2010-06-07 12:46:41,2010-09-24 11:00:57
226154956010661,2004,54,99,15581.0,1558,1,2004,3.0,0.00650667,620,1.0,250,4.0,1.0,1.0,,2.0,6.506666666666667,38.264396,-82.462287,2010-06-07 12:45:45,2010-09-24 11:00:57
226163649010661,2007,54,93,4281.0,428,1,2007,2.0,0.00052,3200,1.0,0,4.0,1.0,1.0,,0.0,0.52,39.183999,-79.389547,2010-06-07 13:27:17,2010-09-24 11:01:34
234058729010661,2008,54,61,8351.0,835,1,2008,3.0,0.01079889,2549,2.0,300,1.0,2.0,1.0,,0.0,10.79888888888889,39.63146,-79.862029,2010-09-20 12:05:24,2010-09-24 11:01:36
234058311010661,2008,54,83,3671.0,367,1,2008,4.0,0.0,1958,1.0,0,5.0,1.0,2.0,,0.0,0.0,38.922892,-79.807305,2010-09-20 12:03:25,2010-09-24 11:01:36
234058743010661,2008,54,91,6911.0,691,1,2008,3.0,0.00213333,1247,2.0,0,5.0,1.0,1.0,,0.0,2.1333333333333333,39.318123,-80.049527,2010-09-20 12:05:28,2010-09-24 11:01:36
234058785010661,2008,54,95,13002.0,1300,2,2008,2.0,0.0,1213,1.0,53,1.0,1.0,1.0,,0.0,0.0,39.479862,-80.789161,2010-09-20 12:05:40,2010-09-24 11:01:36
234058325010661,2008,54,7,8631.0,863,1,2008,6.0,0.0,1346,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.595512,-80.583454,2010-09-20 12:03:29,2010-09-24 11:01:36
234058294010661,2008,54,31,13651.0,1365,1,2008,3.0,0.0,846,1.0,0,5.0,1.0,1.0,,0.0,0.0,39.100581,-78.93153,2010-09-20 12:03:20,2010-09-24 11:01:36
226075965010661,1998,54,25,14171.0,1417,1,1998,3.0,0.0,3300,1.0,320,3.0,2.0,1.0,,0.0,0.0,38.113126,-80.50908,2010-06-07 09:27:55,2010-09-24 11:01:31
226076069010661,1998,54,27,6891.0,689,1,1998,1.0,0.0088,880,2.0,0,4.0,1.0,2.0,,0.0,8.8,39.326506,-78.365359,2010-06-07 09:28:23,2010-09-24 11:01:31
226076067010661,1998,54,31,6211.0,621,1,1998,2.0,0.0061125,1450,1.0,0,1.0,1.0,1.0,,0.0,6.1125,39.112953,-78.933934,2010-06-07 09:28:23,2010-09-24 11:01:31
226155132010661,2004,54,7,8631.0,863,1,2004,3.0,0.0,1300,1.0,5,1.0,1.0,1.0,,0.0,0.0,38.558165,-80.649701,2010-06-07 12:46:37,2010-09-24 11:00:57
226155162010661,2004,54,11,8451.0,845,1,2004,4.0,0.0,1075,1.0,214,1.0,1.0,1.0,,0.0,0.0,38.275174,-82.257407,2010-06-07 12:46:45,2010-09-24 11:00:57
226155166010661,2004,54,11,12261.0,1226,1,2004,3.0,0.0,546,1.0,0,5.0,1.0,1.0,,0.0,0.0,38.506757,-82.222109,2010-06-07 12:46:46,2010-09-24 11:00:57
226155005010661,2004,54,25,8201.0,820,1,2004,5.0,0.0,3073,1.0,220,1.0,1.0,1.0,,0.0,0.0,37.958515,-80.696971,2010-06-07 12:46:01,2010-09-24 11:00:57
226155115010661,2004,54,31,13651.0,1365,1,2004,3.0,0.0,877,1.0,0,4.0,1.0,1.0,,0.0,0.0,39.100581,-78.93153,2010-06-07 12:46:31,2010-09-24 11:00:57
226155402010661,2004,54,31,5341.0,534,1,2004,3.0,0.0,980,2.0,0,4.0,1.0,1.0,,0.0,0.0,39.052849,-78.582191,2010-06-07 12:47:56,2010-09-24 11:00:57
226154961010661,2004,54,41,13521.0,1352,1,2004,4.0,0.01945167,1120,1.0,180,3.0,1.0,1.0,,2.0,19.451666666666668,39.046049,-80.352708,2010-06-07 12:45:46,2010-09-24 11:00:57
226155434010661,2004,54,41,14241.0,1424,1,2004,3.0,0.0,1139,1.0,94,3.0,1.0,1.0,,0.0,0.0,39.0407,-80.560051,2010-06-07 12:48:05,2010-09-24 11:00:57
226155014010661,2004,54,59,1741.0,174,1,2004,3.0,0.0,976,2.0,156,2.0,2.0,1.0,,0.0,0.0,37.892752,-82.156224,2010-06-07 12:46:03,2010-09-24 11:00:57
226155424010661,2004,54,61,8351.0,835,1,2004,3.0,0.01627556,2524,1.0,314,1.0,1.0,1.0,,0.0,16.275555555555556,39.63146,-79.862029,2010-06-07 12:48:02,2010-09-24 11:00:57
226155439010661,2004,54,61,811.0,81,1,2004,4.0,0.0,1082,1.0,332,3.0,1.0,1.0,,0.0,0.0,39.687664,-80.319792,2010-06-07 12:48:07,2010-09-24 11:00:57
226155142010661,2004,54,67,3711.0,371,1,2004,4.0,0.0,1916,1.0,10,1.0,1.0,1.0,,0.0,0.0,38.267532,-80.908565,2010-06-07 12:46:39,2010-09-24 11:00:57
226155119010661,2004,54,75,3361.0,336,1,2004,3.0,0.0,4015,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.549323,-79.750562,2010-06-07 12:46:33,2010-09-24 11:00:57
226155124010661,2004,54,83,3671.0,367,1,2004,4.0,0.0,1967,2.0,0,3.0,1.0,1.0,,0.0,0.0,38.922892,-79.807305,2010-06-07 12:46:34,2010-09-24 11:00:57
226155137010661,2004,54,83,13951.0,1395,1,2004,4.0,0.0,2810,1.0,300,1.0,2.0,1.0,,0.0,0.0,38.630328,-80.024197,2010-06-07 12:46:38,2010-09-24 11:00:57
226155448010661,2004,54,85,5651.0,565,1,2004,3.0,0.0,827,1.0,98,2.0,1.0,1.0,,0.0,0.0,39.199786,-81.091589,2010-06-07 12:48:09,2010-09-24 11:00:57
226155430010661,2004,54,91,6911.0,691,1,2004,5.0,0.0,1229,2.0,3,3.0,1.0,1.0,,0.0,0.0,39.318123,-80.049527,2010-06-07 12:48:04,2010-09-24 11:00:57
226155413010661,2004,54,93,4281.0,428,1,2004,2.0,0.00055708,3064,1.0,0,4.0,1.0,1.0,,0.0,0.5570833333333334,39.183999,-79.389547,2010-06-07 12:47:59,2010-09-24 11:00:57
226155415010661,2004,54,93,4282.0,428,2,2004,1.0,0.0096925,3164,1.0,227,1.0,2.0,1.0,,0.0,9.6925,39.093831,-79.399963,2010-06-07 12:48:00,2010-09-24 11:00:57
226155457010661,2004,54,95,13001.0,1300,1,2004,3.0,0.0,1168,1.0,245,1.0,1.0,1.0,,0.0,0.0,39.546041,-80.980761,2010-06-07 12:48:12,2010-09-24 11:00:57
226155128010661,2004,54,101,13731.0,1373,1,2004,3.0,0.0,1874,2.0,0,4.0,1.0,1.0,,0.0,0.0,38.463803,-80.405832,2010-06-07 12:46:35,2010-09-24 11:00:57
226074778010661,1997,54,17,831.0,83,1,1997,2.0,0.0,1200,1.0,257,1.0,1.0,1.0,,0.0,0.0,39.354886,-80.588723,2010-06-07 08:49:27,2010-09-24 11:02:06
226074709010661,1997,54,19,4361.0,436,1,1997,2.0,0.0,2500,2.0,60,1.0,1.0,1.0,,0.0,0.0,38.039615,-80.823294,2010-06-07 08:49:09,2010-09-24 11:02:06
226074760010661,1997,54,27,6591.0,659,1,1997,1.0,0.0,1500,2.0,272,1.0,2.0,1.0,,0.0,0.0,39.205737,-78.646569,2010-06-07 08:49:22,2010-09-24 11:02:06
226074775010661,1997,54,33,10361.0,1036,1,1997,2.0,0.0,1150,2.0,260,1.0,1.0,1.0,,0.0,0.0,39.149462,-80.415679,2010-06-07 08:49:26,2010-09-24 11:02:06
226074728010661,1997,54,35,7261.0,726,1,1997,1.0,0.0,800,1.0,182,1.0,1.0,1.0,,2.0,0.0,38.729198,-81.690339,2010-06-07 08:49:14,2010-09-24 11:02:06
226074720010661,1997,54,39,3131.0,313,1,1997,2.0,0.0,1220,1.0,186,3.0,1.0,1.0,,0.0,0.0,38.501487,-81.238288,2010-06-07 08:49:12,2010-09-24 11:02:06
226157965010661,2005,54,5,251.0,25,1,2005,4.0,0.0,890,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.158948,-81.771863,2010-06-07 12:58:51,2010-09-24 11:01:59
226157979010661,2005,54,11,8451.0,845,1,2005,5.0,0.0,1098,1.0,211,1.0,1.0,1.0,,0.0,0.0,38.275174,-82.257407,2010-06-07 12:58:55,2010-09-24 11:01:59
226157984010661,2005,54,11,12261.0,1226,1,2005,4.0,0.0,540,1.0,0,5.0,1.0,2.0,,0.0,0.0,38.506757,-82.222109,2010-06-07 12:58:56,2010-09-24 11:01:59
226157830010661,2005,54,19,12431.0,1243,1,2005,3.0,0.0,1791,2.0,166,3.0,1.0,1.0,,0.0,0.0,38.035268,-81.260284,2010-06-07 12:58:14,2010-09-24 11:01:59
226157817010661,2005,54,25,8201.0,820,1,2005,5.0,0.0,3069,1.0,214,1.0,1.0,1.0,,0.0,0.0,37.958515,-80.696971,2010-06-07 12:58:11,2010-09-24 11:01:59
226158218010661,2005,54,31,5341.0,534,1,2005,4.0,0.0,950,2.0,0,4.0,1.0,1.0,,0.0,0.0,39.052849,-78.582191,2010-06-07 13:00:04,2010-09-24 11:01:59
226157769010661,2005,54,41,13521.0,1352,1,2005,4.0,0.0,1120,1.0,180,3.0,1.0,1.0,,2.0,0.0,39.046049,-80.352708,2010-06-07 12:57:56,2010-09-24 11:01:59
226158255010661,2005,54,41,14241.0,1424,1,2005,4.0,0.00062042,1010,1.0,92,3.0,1.0,1.0,,0.0,0.6204166666666666,39.0407,-80.560051,2010-06-07 13:00:15,2010-09-24 11:01:59
226157826010661,2005,54,45,1741.0,174,1,2005,3.0,0.0,932,1.0,0,4.0,1.0,1.0,,0.0,0.0,37.837203,-81.951028,2010-06-07 12:58:14,2010-09-24 11:01:59
226158245010661,2005,54,61,8351.0,835,1,2005,3.0,0.01543833,2524,1.0,320,1.0,1.0,1.0,,0.0,15.438333333333333,39.63146,-79.862029,2010-06-07 13:00:12,2010-09-24 11:01:59
226158259010661,2005,54,61,811.0,81,1,2005,3.0,0.00862389,1082,1.0,326,3.0,1.0,1.0,,0.0,8.623888888888889,39.687664,-80.319792,2010-06-07 13:00:16,2010-09-24 11:01:59
226158223010661,2005,54,65,521.0,52,1,2005,4.0,0.0,847,2.0,40,3.0,1.0,1.0,,0.0,0.0,39.562836,-78.195215,2010-06-07 13:00:05,2010-09-24 11:01:59
226157960010661,2005,54,67,3711.0,371,1,2005,3.0,0.0,1935,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.267532,-80.908565,2010-06-07 12:58:49,2010-09-24 11:01:59
226157935010661,2005,54,75,3361.0,336,1,2005,3.0,0.0,4015,1.0,0,1.0,1.0,1.0,,0.0,0.0,38.549323,-79.750562,2010-06-07 12:58:42,2010-09-24 11:01:59
226157956010661,2005,54,83,13951.0,1395,1,2005,4.0,0.00021438,2810,1.0,303,1.0,1.0,1.0,,0.0,0.214375,38.630328,-80.024197,2010-06-07 12:58:48,2010-09-24 11:01:59
226158268010661,2005,54,85,5651.0,565,1,2005,4.0,0.00023188,827,1.0,0,4.0,2.0,1.0,,0.0,0.231875,39.199786,-81.091589,2010-06-07 13:00:19,2010-09-24 11:01:59
226157969010661,2005,54,87,6961.0,696,1,2005,3.0,0.0,751,2.0,313,1.0,1.0,1.0,,0.0,0.0,38.600372,-81.249297,2010-06-07 12:58:52,2010-09-24 11:01:59
226158250010661,2005,54,91,6911.0,691,1,2005,4.0,0.0,1229,2.0,4,4.0,1.0,1.0,,0.0,0.0,39.318123,-80.049527,2010-06-07 13:00:14,2010-09-24 11:01:59
226158235010661,2005,54,93,4282.0,428,2,2005,1.0,0.0,3164,2.0,227,1.0,1.0,1.0,,0.0,0.0,39.093831,-79.399963,2010-06-07 13:00:10,2010-09-24 11:02:00
226158276010661,2005,54,95,13001.0,1300,1,2005,3.0,0.0,1168,1.0,250,1.0,1.0,1.0,,2.0,0.0,39.546041,-80.980761,2010-06-07 13:00:21,2010-09-24 11:02:00
226157764010661,2005,54,99,15581.0,1558,1,2005,4.0,0.0,612,1.0,250,4.0,1.0,1.0,,2.0,0.0,38.264396,-82.462287,2010-06-07 12:57:55,2010-09-24 11:02:00
226157822010661,2005,54,109,15391.0,1539,1,2005,4.0,0.0,1478,1.0,139,3.0,2.0,1.0,,0.0,0.0,37.568966,-81.599729,2010-06-07 12:58:13,2010-09-24 11:02:00
226140025010661,2000,54,31,5341.0,534,1,2000,1.0,0.0,1180,2.0,0,2.0,1.0,1.0,,0.0,0.0,39.09243,-78.64886,2010-06-07 10:04:33,2010-09-24 11:01:27
226152325010661,2003,54,5,251.0,25,1,2003,3.0,0.0,885,1.0,252,1.0,1.0,1.0,,0.0,0.0,38.158948,-81.771863,2010-06-07 12:29:54,2010-09-24 11:01:53
226152312010661,2003,54,7,8631.0,863,1,2003,4.0,0.0,1300,1.0,345,1.0,1.0,1.0,,0.0,0.0,38.558165,-80.649701,2010-06-07 12:29:51,2010-09-24 11:01:53
226152339010661,2003,54,11,8451.0,845,1,2003,4.0,0.0,1062,1.0,195,1.0,1.0,1.0,,0.0,0.0,38.275174,-82.257407,2010-06-07 12:29:58,2010-09-24 11:01:53
226152343010661,2003,54,11,12261.0,1226,1,2003,3.0,0.00209167,537,1.0,0,5.0,1.0,2.0,,0.0,2.091666666666667,38.506757,-82.222109,2010-06-07 12:29:59,2010-09-24 11:01:53
226152192010661,2003,54,25,8201.0,820,1,2003,3.0,0.00055667,3073,1.0,210,1.0,1.0,1.0,,0.0,0.5566666666666666,37.958515,-80.696971,2010-06-07 12:29:14,2010-09-24 11:01:53
226152295010661,2003,54,31,13651.0,1365,1,2003,3.0,0.0,800,1.0,357,1.0,1.0,1.0,,0.0,0.0,39.100581,-78.93153,2010-06-07 12:29:46,2010-09-24 11:01:53
226152561010661,2003,54,31,5341.0,534,1,2003,3.0,0.00043611,980,1.0,0,4.0,1.0,1.0,,0.0,0.4361111111111111,39.09243,-78.64886,2010-06-07 12:31:16,2010-09-24 11:01:53
226152151010661,2003,54,41,13521.0,1352,1,2003,4.0,0.03090958,1120,1.0,0,4.0,1.0,1.0,,0.0,30.909583333333334,39.046049,-80.352708,2010-06-07 12:29:02,2010-09-24 11:01:53
226152188010661,2003,54,55,51.0,5,1,2003,3.0,0.00046333,2520,2.0,0,1.0,1.0,1.0,,0.0,0.4633333333333333,37.473048,-81.147227,2010-06-07 12:29:13,2010-09-24 11:01:53
226152200010661,2003,54,59,1741.0,174,1,2003,3.0,0.0,997,1.0,0,2.0,1.0,1.0,,0.0,0.0,37.892752,-82.156224,2010-06-07 12:29:16,2010-09-24 11:01:53
226152587010661,2003,54,61,8351.0,835,1,2003,3.0,0.00373153,2400,1.0,289,1.0,1.0,1.0,,0.0,3.7315325670498085,39.63146,-79.862029,2010-06-07 12:31:25,2010-09-24 11:01:53
226152600010661,2003,54,61,811.0,81,1,2003,4.0,0.0,1000,1.0,303,3.0,1.0,1.0,,0.0,0.0,39.687664,-80.319792,2010-06-07 12:31:28,2010-09-24 11:01:53
226152321010661,2003,54,67,3711.0,371,1,2003,4.0,0.00056354,1916,1.0,11,1.0,1.0,1.0,,0.0,0.5635416666666667,38.267532,-80.908565,2010-06-07 12:29:53,2010-09-24 11:01:53
226152299010661,2003,54,75,3361.0,336,1,2003,3.0,0.01177861,4015,1.0,0,1.0,1.0,1.0,,0.0,11.778611111111111,38.549323,-79.750562,2010-06-07 12:29:47,2010-09-24 11:01:53
226152303010661,2003,54,83,3671.0,367,1,2003,3.0,0.0,1967,1.0,0,5.0,1.0,1.0,,0.0,0.0,38.922892,-79.807305,2010-06-07 12:29:48,2010-09-24 11:01:53
226152316010661,2003,54,83,13951.0,1395,1,2003,3.0,0.0,2810,1.0,295,1.0,1.0,1.0,,0.0,0.0,38.630328,-80.024197,2010-06-07 12:29:52,2010-09-24 11:01:53
226152329010661,2003,54,87,6961.0,696,1,2003,3.0,0.0,768,1.0,0,3.0,1.0,1.0,,0.0,0.0,38.600372,-81.249297,2010-06-07 12:29:55,2010-09-24 11:01:53
