CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,SEGMNT,MEASYEAR,CONDID,SLOPE_BEGNDIST,SLOPE_ENDDIST,SLOPE,HORIZ_LENGTH,HORIZ_BEGNDIST,HORIZ_ENDDIST,CREATED_DATE,MODIFIED_DATE,SEGMNT_STATUS_CD,SEGMNT_NONSAMPLE_REASN_CD,TRANSECT_LENGTH
384462344489998,249981979489998,2015,54,101,1529,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:51,1,,
384462345489998,249981979489998,2015,54,101,1529,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:51,1,,
384451782489998,171920419020004,2015,54,103,380,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384451783489998,171920419020004,2015,54,103,380,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384451784489998,171920419020004,2015,54,103,380,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384451785489998,171920419020004,2015,54,103,380,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384451786489998,171920419020004,2015,54,103,380,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384451787489998,171920419020004,2015,54,103,380,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384451788489998,171920419020004,2015,54,103,380,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384451789489998,171920419020004,2015,54,103,380,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449755489998,171920261020004,2015,54,103,615,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449756489998,171920261020004,2015,54,103,615,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449757489998,171920261020004,2015,54,103,615,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449758489998,171920261020004,2015,54,103,615,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449759489998,171920261020004,2015,54,103,615,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449760489998,171920261020004,2015,54,103,615,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449761489998,171920261020004,2015,54,103,615,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449762489998,171920261020004,2015,54,103,615,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449869489998,171920262020004,2015,54,103,3601,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449870489998,171920262020004,2015,54,103,3601,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449871489998,171920262020004,2015,54,103,3601,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449872489998,171920262020004,2015,54,103,3601,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449873489998,171920262020004,2015,54,103,3601,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449874489998,171920262020004,2015,54,103,3601,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449875489998,171920262020004,2015,54,103,3601,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384449876489998,171920262020004,2015,54,103,3601,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452985489998,171920525020004,2015,54,105,514,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452986489998,171920525020004,2015,54,105,514,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452987489998,171920525020004,2015,54,105,514,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452988489998,171920525020004,2015,54,105,514,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452989489998,171920525020004,2015,54,105,514,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452990489998,171920525020004,2015,54,105,514,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452991489998,171920525020004,2015,54,105,514,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384452992489998,171920525020004,2015,54,105,514,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:19,2026-06-25 13:32:51,1,,
384461226489998,249981950489998,2015,54,107,762,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
384461227489998,249981950489998,2015,54,107,762,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
384461228489998,249981950489998,2015,54,107,762,2,180,1,,2,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
384461229489998,249981950489998,2015,54,107,762,2,360,1,,2,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
384461230489998,249981950489998,2015,54,107,762,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
384461231489998,249981950489998,2015,54,107,762,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
384461232489998,249981950489998,2015,54,107,762,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
384461233489998,249981950489998,2015,54,107,762,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2016-04-11 09:35:20,2026-06-25 13:32:52,1,,
468148604489998,306336247489998,2016,54,1,2429,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468148605489998,306336247489998,2016,54,1,2429,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468148606489998,306336247489998,2016,54,1,2429,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468148607489998,306336247489998,2016,54,1,2429,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468148608489998,306336247489998,2016,54,1,2429,3,135,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468148609489998,306336247489998,2016,54,1,2429,3,315,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468148610489998,306336247489998,2016,54,1,2429,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468148611489998,306336247489998,2016,54,1,2429,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151064489998,306336306489998,2016,54,3,1892,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151065489998,306336306489998,2016,54,3,1892,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151066489998,306336306489998,2016,54,3,1892,2,180,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151067489998,306336306489998,2016,54,3,1892,2,360,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151068489998,306336306489998,2016,54,3,1892,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151069489998,306336306489998,2016,54,3,1892,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151070489998,306336306489998,2016,54,3,1892,4,45,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468151071489998,306336306489998,2016,54,3,1892,4,225,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468144573489998,306336149489998,2016,54,5,2402,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468144574489998,306336149489998,2016,54,5,2402,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468144575489998,306336149489998,2016,54,5,2402,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468144576489998,306336149489998,2016,54,5,2402,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468144577489998,306336149489998,2016,54,5,2402,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468144578489998,306336149489998,2016,54,5,2402,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468144579489998,306336149489998,2016,54,5,2402,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468144580489998,306336149489998,2016,54,5,2402,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468149593489998,306336270489998,2016,54,7,1364,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468149594489998,306336270489998,2016,54,7,1364,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468149595489998,306336270489998,2016,54,7,1364,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468149596489998,306336270489998,2016,54,7,1364,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468149597489998,306336270489998,2016,54,7,1364,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468149598489998,306336270489998,2016,54,7,1364,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468149599489998,306336270489998,2016,54,7,1364,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468149600489998,306336270489998,2016,54,7,1364,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143821489998,306336126489998,2016,54,13,454,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143822489998,306336126489998,2016,54,13,454,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143823489998,306336126489998,2016,54,13,454,2,180,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143824489998,306336126489998,2016,54,13,454,2,360,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143825489998,306336126489998,2016,54,13,454,3,135,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143826489998,306336126489998,2016,54,13,454,3,315,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143827489998,306336126489998,2016,54,13,454,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468143828489998,306336126489998,2016,54,13,454,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468137826489998,306335986489998,2016,54,15,1378,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468137827489998,306335986489998,2016,54,15,1378,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468137828489998,306335986489998,2016,54,15,1378,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468137829489998,306335986489998,2016,54,15,1378,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468137830489998,306335986489998,2016,54,15,1378,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468137831489998,306335986489998,2016,54,15,1378,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468137832489998,306335986489998,2016,54,15,1378,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468137833489998,306335986489998,2016,54,15,1378,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468148224489998,306336239489998,2016,54,19,913,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468148225489998,306336239489998,2016,54,19,913,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468148226489998,306336239489998,2016,54,19,913,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468148227489998,306336239489998,2016,54,19,913,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468148228489998,306336239489998,2016,54,19,913,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468148229489998,306336239489998,2016,54,19,913,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468148230489998,306336239489998,2016,54,19,913,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468148231489998,306336239489998,2016,54,19,913,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146834489998,306336209489998,2016,54,25,225,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146835489998,306336209489998,2016,54,25,225,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146836489998,306336209489998,2016,54,25,225,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146837489998,306336209489998,2016,54,25,225,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146838489998,306336209489998,2016,54,25,225,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146839489998,306336209489998,2016,54,25,225,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146840489998,306336209489998,2016,54,25,225,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468146841489998,306336209489998,2016,54,25,225,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,
468147324489998,306336218489998,2016,54,25,1598,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147325489998,306336218489998,2016,54,25,1598,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147326489998,306336218489998,2016,54,25,1598,2,180,1,,2,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147327489998,306336218489998,2016,54,25,1598,2,360,1,,2,0.0,2.0,,2.0,0.0,2.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147328489998,306336218489998,2016,54,25,1598,2,360,2,,1,2.0,24.0,,22.0,2.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147329489998,306336218489998,2016,54,25,1598,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147330489998,306336218489998,2016,54,25,1598,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147331489998,306336218489998,2016,54,25,1598,4,45,1,,3,0.0,5.6,,5.6,0.0,5.6,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147332489998,306336218489998,2016,54,25,1598,4,45,2,,1,5.6,24.0,,18.4,5.6,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468147333489998,306336218489998,2016,54,25,1598,4,225,1,,3,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150879489998,306336297489998,2016,54,27,602,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150880489998,306336297489998,2016,54,27,602,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150881489998,306336297489998,2016,54,27,602,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150882489998,306336297489998,2016,54,27,602,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150883489998,306336297489998,2016,54,27,602,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150884489998,306336297489998,2016,54,27,602,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150885489998,306336297489998,2016,54,27,602,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150886489998,306336297489998,2016,54,27,602,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468155911489998,306336294489998,2016,54,27,1900,1,90,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155912489998,306336294489998,2016,54,27,1900,1,270,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155914489998,306336294489998,2016,54,27,1900,2,180,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155913489998,306336294489998,2016,54,27,1900,2,360,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155915489998,306336294489998,2016,54,27,1900,3,135,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155916489998,306336294489998,2016,54,27,1900,3,315,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155917489998,306336294489998,2016,54,27,1900,4,45,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155918489998,306336294489998,2016,54,27,1900,4,225,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468150545489998,306336288489998,2016,54,27,1971,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150546489998,306336288489998,2016,54,27,1971,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150547489998,306336288489998,2016,54,27,1971,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150548489998,306336288489998,2016,54,27,1971,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150549489998,306336288489998,2016,54,27,1971,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150550489998,306336288489998,2016,54,27,1971,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150551489998,306336288489998,2016,54,27,1971,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468150552489998,306336288489998,2016,54,27,1971,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,
468155933489998,306336299489998,2016,54,27,2365,1,90,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468155934489998,306336299489998,2016,54,27,2365,1,270,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468155936489998,306336299489998,2016,54,27,2365,2,180,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468155935489998,306336299489998,2016,54,27,2365,2,360,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468155937489998,306336299489998,2016,54,27,2365,3,135,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468155938489998,306336299489998,2016,54,27,2365,3,315,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468155939489998,306336299489998,2016,54,27,2365,4,45,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468155940489998,306336299489998,2016,54,27,2365,4,225,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:52,1,,24.0
468140684489998,306336039489998,2016,54,31,2075,1,90,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468140685489998,306336039489998,2016,54,31,2075,1,270,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468140686489998,306336039489998,2016,54,31,2075,2,180,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468140687489998,306336039489998,2016,54,31,2075,2,360,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468140688489998,306336039489998,2016,54,31,2075,3,135,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468140689489998,306336039489998,2016,54,31,2075,3,315,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468140690489998,306336039489998,2016,54,31,2075,4,45,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468140691489998,306336039489998,2016,54,31,2075,4,225,1,,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,
468155673489998,306336252489998,2016,54,33,1543,1,90,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155675489998,306336252489998,2016,54,33,1543,1,270,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155679489998,306336252489998,2016,54,33,1543,2,180,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155677489998,306336252489998,2016,54,33,1543,2,360,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155681489998,306336252489998,2016,54,33,1543,3,135,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155683489998,306336252489998,2016,54,33,1543,3,315,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155685489998,306336252489998,2016,54,33,1543,4,45,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468155687489998,306336252489998,2016,54,33,1543,4,225,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:49,2026-06-25 13:32:51,1,,24.0
468154836489998,306335981489998,2016,54,35,1408,1,90,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,24.0
468154837489998,306335981489998,2016,54,35,1408,1,270,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,24.0
468154839489998,306335981489998,2016,54,35,1408,2,180,1,2016,1,0.0,24.0,,24.0,0.0,24.0,2017-05-01 11:20:48,2026-06-25 13:32:51,1,,24.0
