CN,PLT_CN,VVT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,VEG_SUBP_STATUS_CD,VEG_SUBP_NONSAMPLE_REASN_CD,SUBP_ACCESSIBLE_FOREST_PCT,DETAILED_NONFOREST_LAND_USE,TOTAL_CANOPY_COVER_LAYER_1,TOTAL_CANOPY_COVER_LAYER_2,TOTAL_CANOPY_COVER_LAYER_3,TOTAL_CANOPY_COVER_LAYER_4,CRYPTO_CRUST_COVER_PCT,LICHEN_COVER_PCT,LITTER_DUFF_COVER_PCT,MINERAL_SOIL_COVER_PCT,MOSS_COVER_PCT,ROAD_TRAIL_COVER_PCT,ROCK_COVER_PCT,STANDING_WATER_COVER_PCT,STREAM_LAKE_COVER_PCT,TRASH_JUNK_COVER_PCT,WOOD_COVER_PCT,VEG_SUBP_STATUS_CD_PRE2004,VEG_SUBP_NONSMP_RSN_CD_PRE2004,CREATED_DATE,MODIFIED_DATE
236067850010661,145007703010661,236067854010661,2009,54,67,2152,1,1,,100,,60,30,50,90,0,1,65,2,4,0,10,0,15,0,3,1,,2010-11-05 10:21:21,
236067851010661,145007703010661,236067854010661,2009,54,67,2152,2,1,,100,,80,35,33,90,0,1,77,10,5,0,3,0,2,0,2,1,,2010-11-05 10:21:21,
236067852010661,145007703010661,236067854010661,2009,54,67,2152,3,1,,100,,30,40,55,95,0,1,59,20,15,0,2,0,0,0,3,1,,2010-11-05 10:21:21,
236067853010661,145007703010661,236067854010661,2009,54,67,2152,4,1,,100,,80,60,35,95,0,1,84,5,5,0,1,0,0,0,4,1,,2010-11-05 10:21:21,
236068087010661,145007725010661,236068091010661,2009,54,81,1027,1,1,,100,,30,25,45,75,0,0,30,60,1,0,0,0,2,0,7,1,,2010-11-05 10:21:23,
236068088010661,145007725010661,236068091010661,2009,54,81,1027,2,1,,100,,35,40,75,100,0,1,94,0,1,0,0,0,0,0,4,1,,2010-11-05 10:21:23,
236068089010661,145007725010661,236068091010661,2009,54,81,1027,3,1,,100,,85,45,30,85,0,1,78,2,4,12,0,0,0,0,3,1,,2010-11-05 10:21:23,
236068090010661,145007725010661,236068091010661,2009,54,81,1027,4,1,,100,,70,60,35,90,0,1,93,1,1,0,0,0,0,0,4,1,,2010-11-05 10:21:23,
236066993010661,145007747010661,236066997010661,2009,54,47,437,1,1,,100,,30,20,20,90,0,1,77,10,6,0,2,0,0,0,4,1,,2010-11-05 10:21:19,
236066994010661,145007747010661,236066997010661,2009,54,47,437,2,1,,100,,55,20,25,90,0,1,94,1,1,0,0,0,0,0,3,1,,2010-11-05 10:21:19,
236066995010661,145007747010661,236066997010661,2009,54,47,437,3,1,,100,,45,16,24,90,0,2,79,6,4,0,4,0,0,0,5,1,,2010-11-05 10:21:19,
236066996010661,145007747010661,236066997010661,2009,54,47,437,4,1,,100,,20,10,25,92,0,1,87,6,1,0,2,0,0,0,3,1,,2010-11-05 10:21:19,
236069118010661,145007763010661,236069122010661,2009,54,103,380,1,1,,100,,70,70,70,85,0,1,86,3,4,0,1,0,0,0,5,1,,2010-11-05 10:21:25,
236069119010661,145007763010661,236069122010661,2009,54,103,380,2,1,,100,,65,50,60,90,0,1,83,6,3,1,3,0,0,0,3,1,,2010-11-05 10:21:25,
236069120010661,145007763010661,236069122010661,2009,54,103,380,3,1,,100,,85,75,40,90,0,1,91,1,3,0,3,0,0,0,1,1,,2010-11-05 10:21:25,
236069121010661,145007763010661,236069122010661,2009,54,103,380,4,1,,100,,80,30,42,90,0,1,70,1,1,25,0,0,0,0,2,1,,2010-11-05 10:21:25,
236066368010661,145007811010661,236066372010661,2009,54,39,1369,1,1,,100,,35,15,27,100,0,1,76,6,1,0,1,0,0,0,15,1,,2010-11-05 10:21:17,
236066369010661,145007811010661,236066372010661,2009,54,39,1369,2,1,,100,,75,35,26,95,0,1,75,6,3,0,2,0,7,0,6,1,,2010-11-05 10:21:17,
236066370010661,145007811010661,236066372010661,2009,54,39,1369,3,1,,100,,60,40,35,95,0,2,82,2,4,0,6,0,0,0,4,1,,2010-11-05 10:21:17,
236066371010661,145007811010661,236066372010661,2009,54,39,1369,4,1,,100,,60,40,26,90,0,1,90,3,1,0,1,0,0,0,4,1,,2010-11-05 10:21:17,
236069486010661,145007857010661,236069490010661,2009,54,105,1773,1,1,,68,32,25,18,30,68,0,1,59,3,1,0,2,0,0,0,2,1,,2010-11-05 10:21:26,
236069487010661,145007857010661,236069490010661,2009,54,105,1773,2,1,,100,,40,10,43,90,0,1,75,13,4,0,4,0,0,0,3,1,,2010-11-05 10:21:26,
236069488010661,145007857010661,236069490010661,2009,54,105,1773,3,2,,,,,,,,,,,,,,,,,,,2,,2010-11-05 10:21:26,
236069489010661,145007857010661,236069490010661,2009,54,105,1773,4,1,,10,32,1,2,4,10,0,1,0,1,1,0,3,0,4,0,0,2,,2010-11-05 10:21:26,
236066587010661,145007883010661,236066591010661,2009,54,39,649,1,1,,100,,50,11,18,90,0,1,87,3,1,0,1,0,0,0,7,1,,2010-11-05 10:21:18,
236066588010661,145007883010661,236066591010661,2009,54,39,649,2,1,,100,,70,14,50,90,0,1,84,4,2,0,1,0,0,0,8,1,,2010-11-05 10:21:18,
236066589010661,145007883010661,236066591010661,2009,54,39,649,3,1,,100,,50,16,14,90,0,1,66,15,2,0,4,0,4,0,8,1,,2010-11-05 10:21:18,
236066590010661,145007883010661,236066591010661,2009,54,39,649,4,1,,100,,50,40,23,80,0,1,87,5,1,0,1,0,0,0,5,1,,2010-11-05 10:21:18,
236066819010661,145007927010661,236066823010661,2009,54,45,534,1,1,,100,,70,60,50,95,0,1,90,2,2,0,2,0,0,0,3,1,,2010-11-05 10:21:18,
236066820010661,145007927010661,236066823010661,2009,54,45,534,2,1,,100,,100,100,25,40,1,1,73,3,1,0,1,0,0,0,20,1,,2010-11-05 10:21:18,
236066821010661,145007927010661,236066823010661,2009,54,45,534,3,1,,100,,75,65,25,95,0,1,78,3,6,0,7,0,0,0,5,1,,2010-11-05 10:21:18,
236066822010661,145007927010661,236066823010661,2009,54,45,534,4,1,,100,,76,40,37,45,0,1,86,5,1,0,5,0,0,0,2,1,,2010-11-05 10:21:18,
236069715010661,145007939010661,236069719010661,2009,54,107,1633,1,1,,100,,50,30,39,95,0,1,93,1,1,0,1,0,0,0,3,1,,2010-11-05 10:21:26,
236069716010661,145007939010661,236069719010661,2009,54,107,1633,2,1,,100,,50,40,30,90,0,1,94,2,1,0,0,0,0,0,2,1,,2010-11-05 10:21:26,
236069717010661,145007939010661,236069719010661,2009,54,107,1633,3,1,,100,,20,7,30,95,0,1,94,1,1,0,0,0,0,0,3,1,,2010-11-05 10:21:26,
236069718010661,145007939010661,236069719010661,2009,54,107,1633,4,1,,100,,95,60,22,85,0,1,95,1,1,0,0,0,0,0,2,1,,2010-11-05 10:21:26,
236068328010661,145007991010661,236068332010661,2009,54,11,797,1,1,,100,,90,80,60,40,0,1,94,1,1,0,1,0,0,1,1,1,,2010-11-05 10:21:15,
236068329010661,145007991010661,236068332010661,2009,54,11,797,2,1,,100,,80,20,40,90,0,1,89,2,3,0,1,0,0,1,3,1,,2010-11-05 10:21:15,
218446844010661,171001062010661,218446878010661,2008,54,43,794,1,1,,100,,90,11,27,95,0,1,89,1,2,3,1,0,0,0,3,1,,2009-10-30 10:22:51,
218446845010661,171001062010661,218446878010661,2008,54,43,794,2,1,,100,,70,20,75,88,0,0,93,1,1,3,0,0,0,0,2,1,,2009-10-30 10:22:51,
218446846010661,171001062010661,218446878010661,2008,54,43,794,3,1,,100,,45,50,70,67,0,1,88,1,2,0,2,0,0,0,6,1,,2009-10-30 10:22:51,
218446847010661,171001062010661,218446878010661,2008,54,43,794,4,1,,100,,92,30,40,90,0,0,91,1,3,0,1,0,0,0,4,1,,2009-10-30 10:22:51,
218446262010661,171001139010661,218446301010661,2008,54,47,1914,1,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:51,
218446263010661,171001139010661,218446301010661,2008,54,47,1914,2,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:51,
218446264010661,171001139010661,218446301010661,2008,54,47,1914,3,1,,91,32,61,32,68,91,0,1,31,0,55,0,2,0,0,0,2,1,,2009-10-30 10:22:51,
218446265010661,171001139010661,218446301010661,2008,54,47,1914,4,1,,100,,55,95,95,100,0,1,94,1,1,0,1,0,0,0,2,1,,2009-10-30 10:22:51,
218446976010661,171001223010661,218446980010661,2008,54,19,442,1,1,,100,,50,18,65,95,0,1,95,0,1,0,0,0,0,0,3,1,,2009-10-30 10:22:48,
218446977010661,171001223010661,218446980010661,2008,54,19,442,2,1,,100,,60,50,62,95,0,1,96,0,1,0,0,0,0,0,2,1,,2009-10-30 10:22:48,
218446978010661,171001223010661,218446980010661,2008,54,19,442,3,1,,100,,75,15,20,83,0,1,97,0,1,0,0,0,0,0,1,1,,2009-10-30 10:22:48,
218446979010661,171001223010661,218446980010661,2008,54,19,442,4,1,,100,,80,30,24,85,0,1,95,0,1,0,0,0,0,0,3,1,,2009-10-30 10:22:48,
236063676010661,145007169010661,236063680010661,2009,54,3,610,1,2,,,,,,,,,,,,,,,,,,,2,,2010-11-05 10:21:13,
236063677010661,145007169010661,236063680010661,2009,54,3,610,2,2,,,,,,,,,,,,,,,,,,,2,,2010-11-05 10:21:13,
236063678010661,145007169010661,236063680010661,2009,54,3,610,3,2,,,,,,,,,,,,,,,,,,,2,,2010-11-05 10:21:13,
236063679010661,145007169010661,236063680010661,2009,54,3,610,4,1,,23,10,8,10,15,23,0,1,4,8,0,0,1,0,8,0,1,2,,2010-11-05 10:21:13,
236064645010661,145007171010661,236064649010661,2009,54,65,623,1,1,,85,32,25,25,23,85,0,1,78,1,1,0,1,0,0,1,2,1,,2010-11-05 10:21:21,
236064646010661,145007171010661,236064649010661,2009,54,65,623,2,1,,100,,90,50,42,90,0,1,95,1,0,0,0,0,0,0,3,1,,2010-11-05 10:21:21,
236064647010661,145007171010661,236064649010661,2009,54,65,623,3,1,,100,,25,45,40,90,0,1,79,8,7,0,1,0,0,0,4,1,,2010-11-05 10:21:21,
236064648010661,145007171010661,236064649010661,2009,54,65,623,4,1,,100,,70,35,22,90,0,1,92,1,3,0,1,0,0,0,2,1,,2010-11-05 10:21:21,
236064430010661,145007189010661,236064434010661,2009,54,31,598,1,1,,100,,45,15,25,90,0,1,91,2,2,0,1,0,0,0,3,1,,2010-11-05 10:21:17,
236064431010661,145007189010661,236064434010661,2009,54,31,598,2,1,,100,,20,15,35,90,0,1,87,3,3,0,1,0,2,0,3,1,,2010-11-05 10:21:17,
236064433010661,145007189010661,236064434010661,2009,54,31,598,4,1,,100,,15,35,28,100,0,1,91,1,1,0,1,0,0,0,5,1,,2010-11-05 10:21:17,
236064432010661,145007189010661,236064434010661,2009,54,31,598,3,1,,100,,25,40,40,90,0,1,80,12,4,0,1,0,0,0,2,1,,2010-11-05 10:21:17,
236064266010661,145007229010661,236064270010661,2009,54,31,2183,1,1,,100,,1,2,12,95,0,1,93,2,1,0,1,0,0,0,2,1,,2010-11-05 10:21:17,
236064267010661,145007229010661,236064270010661,2009,54,31,2183,2,1,,100,,70,15,22,90,0,2,59,12,15,6,3,0,0,0,3,1,,2010-11-05 10:21:17,
236064268010661,145007229010661,236064270010661,2009,54,31,2183,3,1,,100,,20,21,14,100,0,1,92,2,0,0,1,0,0,0,4,1,,2010-11-05 10:21:17,
218444848010661,171000366010661,218444852010661,2008,54,37,222,1,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:50,
218444849010661,171000366010661,218444852010661,2008,54,37,222,2,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:50,
218416858010661,122561056010661,218416862010661,2007,54,45,284,1,1,,100,,70,48,16,93,0,1,86,4,4,0,3,0,0,0,2,1,,2009-10-30 10:22:40,
218415996010661,122559864010661,218415999010661,2007,54,71,525,2,1,,100,,53,21,29,60,1,4,79,2,3,0,8,0,0,0,3,1,,2009-10-30 10:22:42,
218415997010661,122559864010661,218415999010661,2007,54,71,525,3,1,,100,,25,10,22,65,0,1,84,5,3,0,4,0,0,0,3,1,,2009-10-30 10:22:42,
218415998010661,122559864010661,218415999010661,2007,54,71,525,4,1,,100,,16,8,35,30,2,6,65,7,4,0,12,0,0,0,4,1,,2009-10-30 10:22:42,
218417185010661,122559922010661,218417189010661,2007,54,93,857,1,1,,100,,85,10,20,92,0,1,78,0,14,0,3,1,0,0,3,1,,2009-10-30 10:22:45,
218417186010661,122559922010661,218417189010661,2007,54,93,857,2,1,,100,,70,60,22,80,0,1,84,0,8,0,3,0,0,0,4,1,,2009-10-30 10:22:45,
218417187010661,122559922010661,218417189010661,2007,54,93,857,3,1,,100,,64,12,25,90,0,1,88,1,3,0,1,1,0,0,5,1,,2009-10-30 10:22:45,
218417188010661,122559922010661,218417189010661,2007,54,93,857,4,1,,100,,90,90,60,50,1,1,92,0,2,0,0,0,0,0,4,1,,2009-10-30 10:22:45,
218415934010661,122559940010661,218415938010661,2007,54,75,2500,1,1,,100,,85,75,30,85,0,1,95,0,1,0,0,0,0,0,3,1,,2009-10-30 10:22:42,
218415935010661,122559940010661,218415938010661,2007,54,75,2500,2,1,,100,,93,85,13,65,0,1,90,0,2,0,0,0,0,0,7,1,,2009-10-30 10:22:42,
218415936010661,122559940010661,218415938010661,2007,54,75,2500,3,1,,100,,47,19,39,80,0,1,96,0,1,0,0,0,0,0,2,1,,2009-10-30 10:22:42,
218415937010661,122559940010661,218415938010661,2007,54,75,2500,4,1,,100,,65,56,20,60,0,1,93,0,1,0,1,0,0,0,4,1,,2009-10-30 10:22:42,
218417144010661,122560048010661,218417148010661,2007,54,83,112,1,1,,100,,75,70,13,0,0,0,69,5,1,20,2,1,0,0,2,1,,2009-10-30 10:22:43,
218417145010661,122560048010661,218417148010661,2007,54,83,112,2,1,,100,,88,55,14,2,0,0,70,4,0,20,3,0,2,0,1,1,,2009-10-30 10:22:43,
218417146010661,122560048010661,218417148010661,2007,54,83,112,3,1,,100,,95,75,60,0,0,1,92,0,1,0,1,0,0,0,5,1,,2009-10-30 10:22:43,
218417147010661,122560048010661,218417148010661,2007,54,83,112,4,3,3,,,,,,,,,,,,,,,,,,3,3,2009-10-30 10:22:43,
218415786010661,122560160010661,218415790010661,2007,54,97,2408,1,1,,19,30,19,13,5,0,0,1,0,14,1,0,1,0,0,1,1,2,,2009-10-30 10:22:45,
218415787010661,122560160010661,218415790010661,2007,54,97,2408,2,1,,4,30,4,2,1,2,0,0,4,0,0,0,0,0,0,0,0,2,,2009-10-30 10:22:45,
218415788010661,122560160010661,218415790010661,2007,54,97,2408,3,1,,100,,25,30,85,45,0,1,93,1,1,0,1,0,0,0,3,1,,2009-10-30 10:22:45,
218415789010661,122560160010661,218415790010661,2007,54,97,2408,4,1,,100,,17,10,55,75,0,1,75,0,11,0,8,0,0,1,4,1,,2009-10-30 10:22:45,
218415877010661,122560194010661,218415881010661,2007,54,101,696,1,1,,100,,38,15,29,85,0,1,66,18,9,0,1,0,0,1,4,1,,2009-10-30 10:22:45,
218415878010661,122560194010661,218415881010661,2007,54,101,696,2,1,,100,,30,26,25,90,0,1,73,13,5,0,1,0,0,1,6,1,,2009-10-30 10:22:45,
218415879010661,122560194010661,218415881010661,2007,54,101,696,3,1,,100,,35,35,31,30,0,1,72,19,3,0,2,0,0,0,3,1,,2009-10-30 10:22:45,
218415880010661,122560194010661,218415881010661,2007,54,101,696,4,2,,,,,,,,,,,,,,,,,,,2,,2009-10-30 10:22:45,
218417275010661,122560220010661,218417279010661,2007,54,25,677,1,1,,100,,13,27,29,90,0,0,94,2,1,0,1,0,0,0,2,1,,2009-10-30 10:22:40,
218417276010661,122560220010661,218417279010661,2007,54,25,677,2,1,,55,32,45,14,18,45,0,0,43,0,1,0,1,0,0,7,3,1,,2009-10-30 10:22:40,
218417277010661,122560220010661,218417279010661,2007,54,25,677,3,1,,100,,20,35,30,95,0,1,92,1,2,0,0,0,0,0,4,1,,2009-10-30 10:22:40,
218417278010661,122560220010661,218417279010661,2007,54,25,677,4,1,,100,,4,3,17,91,0,1,94,0,1,0,0,0,0,0,4,1,,2009-10-30 10:22:40,
218416753010661,122560248010661,218416757010661,2007,54,89,2204,1,1,,100,,53,4,27,85,0,1,86,5,1,0,1,0,0,0,6,1,,2009-10-30 10:22:44,
218416754010661,122560248010661,218416757010661,2007,54,89,2204,2,1,,100,,1,2,15,85,0,1,83,9,1,0,1,0,0,0,5,1,,2009-10-30 10:22:44,
218416755010661,122560248010661,218416757010661,2007,54,89,2204,3,1,,100,,10,4,18,90,0,2,85,7,1,0,1,0,0,0,4,1,,2009-10-30 10:22:44,
218416756010661,122560248010661,218416757010661,2007,54,89,2204,4,1,,100,,70,7,15,70,0,1,93,1,1,0,1,0,0,0,3,1,,2009-10-30 10:22:44,
218415995010661,122559864010661,218415999010661,2007,54,71,525,1,1,,100,,13,14,35,50,2,6,42,1,0,0,45,0,0,0,4,1,,2009-10-30 10:22:42,
